site,code,date,nox,no2,no,o3,pm2.5,v2.5,nv2.5,ws,wd,air_temp
London Eltham,LON6,2019-11-30 10:00:00,116.0122,45.61368,45.91272,3.09334,13.6,1.2,12.4,1.7,110,1.8
London Eltham,LON6,2019-11-30 11:00:00,104.13483,44.95455,38.59638,4.59011,18.3,3,15.3,2.1,107.2,3.3
London Eltham,LON6,2019-11-30 12:00:00,78.91881,40.27821,25.20075,9.77893,17.2,2.6,14.6,2.9,108,6.7
London Eltham,LON6,2019-11-30 13:00:00,55.8353,37.35501,12.05253,16.06539,9.1,3.3,5.8,3.6,107.2,7
London Eltham,LON6,2019-11-30 14:00:00,52.09291,41.19984,7.10428,14.6185,7.3,4.7,2.6,2.8,105.3,5.8
London Eltham,LON6,2019-11-30 15:00:00,43.00455,38.01867,3.25171,19.60775,7,4.6,2.4,2.6,99.4,4.3
London Eltham,LON6,2019-11-30 16:00:00,43.95689,40.81361,2.04999,18.21076,5.7,3.4,2.3,2.5,98.7,3.5
London Eltham,LON6,2019-11-30 17:00:00,53.82519,48.56834,3.42843,11.22581,7.2,2.5,4.7,2.3,100.4,2.9
London Eltham,LON6,2019-11-30 18:00:00,48.91946,43.66261,3.42843,18.06109,9.3,2.5,6.8,2.2,93.6,2.2
London Eltham,LON6,2019-11-30 19:00:00,44.45676,40.98832,2.26206,19.55786,9.5,3.3,6.2,1.9,90.2,1.4
London Eltham,LON6,2019-11-30 20:00:00,35.00061,32.1825,1.83792,24.29765,17.1,4.5,12.6,1.8,105.5,1.7
London Eltham,LON6,2019-11-30 21:00:00,42.43613,39.29285,2.04999,14.11958,16.3,4.1,12.2,1.4,93.2,1.7
London Eltham,LON6,2019-11-30 22:00:00,48.82073,41.93804,4.48877,7.83312,12.7,2.9,9.8,1.3,51,2
London Eltham,LON6,2019-11-30 23:00:00,36.89107,33.04327,2.50947,9.52947,10.2,2.1,8.1,1.5,27.7,1.8
London Eltham,LON6,2019-12-01 00:00:00,36.78392,33.75087,1.9781,11.62495,11.8,4,7.8,2.2,66.1,3.2
London Eltham,LON6,2019-12-01 01:00:00,35.0978,30.90931,2.73166,14.86797,8.9,3.5,5.4,2.2,51.4,2.2
London Eltham,LON6,2019-12-01 02:00:00,29.54289,26.50984,1.9781,18.95915,9.5,4.6,4.9,2.7,45.8,2.4
London Eltham,LON6,2019-12-01 03:00:00,16.08005,13.91359,1.41293,31.33249,5.7,3.7,2,3.2,48.4,2.6
London Eltham,LON6,2019-12-01 04:00:00,13.31072,10.98178,1.5189,35.87271,5.2,3.1,2.1,3.2,50.5,2.6
London Eltham,LON6,2019-12-01 05:00:00,10.04521,7.98707,1.34228,36.07228,4.9,1.8,3.1,3.4,50.5,2.5
London Eltham,LON6,2019-12-01 06:00:00,11.78583,9.40272,1.55422,34.37593,6.7,1.5,5.2,3.3,49.3,2.4
London Eltham,LON6,2019-12-01 07:00:00,12.59652,10.97167,1.0597,40.51271,4.3,1.5,2.8,3.1,44.5,2.2
London Eltham,LON6,2019-12-01 08:00:00,12.49258,11.1927,0.84776,43.20691,1.7,-0.5,2.2,3.6,46.2,3.1
London Eltham,LON6,2019-12-01 09:00:00,13.81471,11.32328,1.62487,49.74282,2.8,0.7,2.1,4.3,53.4,5.1
London Eltham,LON6,2019-12-01 10:00:00,15.04163,12.00858,1.9781,50.84046,3,1.6,1.4,4,50.6,6.1
London Eltham,LON6,2019-12-01 11:00:00,16.08454,11.96826,2.68457,50.591,2.6,-0.2,2.8,4.2,43.4,6.7
London Eltham,LON6,2019-12-01 12:00:00,12.56759,9.85951,1.76616,55.08132,2.7,1.2,1.5,4.2,43,7
London Eltham,LON6,2019-12-01 13:00:00,10.15131,7.82236,1.5189,59.17251,1.6,-0.3,1.9,3.2,28.7,6
London Eltham,LON6,2019-12-01 14:00:00,9.47711,7.25648,1.44825,56.37853,3.8,0.8,3,3.4,18.5,5.5
London Eltham,LON6,2019-12-01 15:00:00,13.70099,11.1554,1.66019,49.54325,1.9,-0.7,2.6,3.4,15.5,4.5
London Eltham,LON6,2019-12-01 16:00:00,19.58369,17.52555,1.34228,43.05723,2.3,0.2,2.1,3.4,15.1,4.1
London Eltham,LON6,2019-12-01 17:00:00,21.15523,18.77212,1.55422,40.76217,5,2.1,2.9,3.1,11.3,3.6
London Eltham,LON6,2019-12-01 18:00:00,22.69985,21.075,1.0597,35.97249,11.3,4.7,6.6,3,6.6,3
London Eltham,LON6,2019-12-01 19:00:00,24.7126,22.38366,1.5189,32.97894,12.9,2.7,10.2,2.5,354.8,2.2
London Eltham,LON6,2019-12-01 20:00:00,23.52466,21.08739,1.58955,29.53636,11.5,3,8.5,2.6,359.6,1.8
London Eltham,LON6,2019-12-01 21:00:00,24.09662,21.93016,1.41293,26.04389,14.9,3.9,11,2.3,348.9,1.5
London Eltham,LON6,2019-12-01 22:00:00,24.35687,21.37798,1.94278,22.00259,15,5.9,9.1,2,335,0.6
London Eltham,LON6,2019-12-01 23:00:00,23.86684,21.53789,1.5189,19.60775,13.1,5.4,7.7,1.9,329.8,-0.1
London Eltham,LON6,2019-12-02 00:00:00,19.58531,17.13148,1.60035,24.24776,12.1,5.6,6.5,2.1,348.3,1.3
London Eltham,LON6,2019-12-02 01:00:00,21.7017,19.53656,1.41207,20.85507,11.7,3.5,8.2,2,337.5,0.4
London Eltham,LON6,2019-12-02 02:00:00,20.99649,18.50657,1.62388,23.9484,12,4.8,7.2,1.7,328.9,-0.3
London Eltham,LON6,2019-12-02 03:00:00,19.82698,17.93248,1.23556,28.18926,7.6,3,4.6,1.9,318.4,-0.9
London Eltham,LON6,2019-12-02 04:00:00,22.48143,20.58692,1.23556,26.04389,11,3.8,7.2,1.7,307.4,-1.4
London Eltham,LON6,2019-12-02 05:00:00,28.28669,25.95916,1.51798,19.70754,14.2,4.7,9.5,1.9,303,-1.6
London Eltham,LON6,2019-12-02 06:00:00,59.18663,40.6205,12.10852,7.58366,13.4,4,9.4,1.8,298.5,-1.9
London Eltham,LON6,2019-12-02 07:00:00,112.15658,52.12789,39.14969,1.14753,19.8,5.5,14.3,1.7,284.7,-2.3
London Eltham,LON6,2019-12-02 08:00:00,149.30894,47.65531,66.29677,1.59656,18.6,5.7,12.9,1.7,296.7,-1.3
London Eltham,LON6,2019-12-02 09:00:00,141.34381,49.9205,59.62473,2.34495,24.2,6.6,17.6,1.8,303.4,1
London Eltham,LON6,2019-12-02 10:00:00,135.6648,51.33234,55.00019,3.24301,23.8,5.8,18,1.8,308.2,3.3
London Eltham,LON6,2019-12-02 11:00:00,135.34702,53.82926,53.1645,5.18882,22.9,5.8,17.1,2.2,315.3,5
London Eltham,LON6,2019-12-02 12:00:00,147.93387,55.80689,60.08365,4.19097,27.1,6.6,20.5,2.1,313.9,5.8
London Eltham,LON6,2019-12-02 13:00:00,135.1398,56.32847,51.39941,3.69205,26.4,5,21.4,2.1,315.9,5.8
London Eltham,LON6,2019-12-02 14:00:00,125.94293,51.57015,48.50466,1.9957,26.2,9.5,16.7,1.9,310.7,4.7
London Eltham,LON6,2019-12-02 15:00:00,123.20416,47.80294,49.1754,1.39699,25.5,8.6,16.9,2,297.8,2.8
London Eltham,LON6,2019-12-02 16:00:00,114.34597,45.44019,44.93918,0.99785,17.7,7.3,10.4,2,278.2,1.7
London Eltham,LON6,2019-12-02 17:00:00,163.74832,53.00108,72.22747,1.19742,21,5.2,15.8,2,285.3,1.2
London Eltham,LON6,2019-12-02 18:00:00,180.27412,46.03505,87.54845,1.29721,21.9,6.6,15.3,2,313.9,2.5
London Eltham,LON6,2019-12-02 19:00:00,145.13563,49.70681,62.23706,1.44688,21.1,5.1,16,2,299.7,2.7
London Eltham,LON6,2019-12-02 20:00:00,173.17025,49.64865,80.55869,1.44688,24.4,5.3,19.1,2.1,292.9,2.3
London Eltham,LON6,2019-12-02 21:00:00,164.04008,51.50659,73.39243,1.3471,24.5,6,18.5,1.9,284.7,2
London Eltham,LON6,2019-12-02 22:00:00,169.8166,53.71062,75.72234,1.54667,23.9,3.3,20.6,1.8,286.1,1.8
London Eltham,LON6,2019-12-02 23:00:00,161.47691,48.13149,73.92195,1.29721,23.3,4.8,18.5,1.8,292.7,1.5
London Eltham,LON6,2019-12-03 00:00:00,117.07504,44.87519,47.08752,1.3471,18.7,6.6,12.1,1.5,238.5,1.2
London Eltham,LON6,2019-12-03 01:00:00,75.17861,38.60986,23.84952,1.24731,18,7.3,10.7,1.7,258.7,1.2
London Eltham,LON6,2019-12-03 02:00:00,65.23959,37.16388,18.31051,1.19742,16.4,6,10.4,2,273.4,1.3
London Eltham,LON6,2019-12-03 03:00:00,40.46671,34.29979,4.02196,1.94581,13.2,4.2,9,1.5,267.6,1.2
London Eltham,LON6,2019-12-03 04:00:00,43.05485,34.39952,5.64486,1.94581,11.9,2.8,9.1,1.6,255.4,1.2
London Eltham,LON6,2019-12-03 05:00:00,35.24386,30.26705,3.24579,3.39269,10.8,4,6.8,1.6,252.7,1.1
London Eltham,LON6,2019-12-03 06:00:00,42.19112,30.8851,7.3736,1.64645,11.1,2.4,8.7,1.7,245.2,1.1
London Eltham,LON6,2019-12-03 07:00:00,51.84706,36.10519,10.26658,1.79613,5.5,1.2,4.3,1.6,241.4,0.8
London Eltham,LON6,2019-12-03 08:00:00,87.54361,44.26697,28.22429,1.54667,10.1,3.7,6.4,1.7,233.9,1.3
London Eltham,LON6,2019-12-03 09:00:00,156.54878,53.60449,67.13852,2.29506,12.8,5.1,7.7,1.9,254.4,3.4
London Eltham,LON6,2019-12-03 10:00:00,99.30071,53.96843,29.56494,8.88087,12.2,1.8,10.4,2,279.3,4.9
London Eltham,LON6,2019-12-03 11:00:00,57.9122,38.65409,12.55981,19.35829,14.9,3.9,11,2.1,269.1,6
London Eltham,LON6,2019-12-03 12:00:00,NA,NA,NA,NA,11.7,5.6,6.1,2.1,263.2,6.3
London Eltham,LON6,2019-12-03 13:00:00,34.0944,26.3046,5.08037,35.17421,7.3,3.3,4,1.3,267.3,5.8
London Eltham,LON6,2019-12-03 14:00:00,34.71491,26.87102,5.11565,38.36733,5.9,5.2,0.7,1.3,246.5,5.7
London Eltham,LON6,2019-12-03 15:00:00,47.03268,36.97086,6.56215,22.6013,8,3.3,4.7,1.7,238.7,5.7
London Eltham,LON6,2019-12-03 16:00:00,64.01568,44.64939,12.63037,2.19527,11,5,6,2,227.6,5.5
London Eltham,LON6,2019-12-03 17:00:00,73.13318,54.36194,12.24228,8.08259,11.8,3.6,8.2,1.7,216.4,3.7
London Eltham,LON6,2019-12-03 18:00:00,85.53229,59.29583,17.11097,2.59441,12.4,2.5,9.9,2,215.7,3
London Eltham,LON6,2019-12-03 19:00:00,68.10848,45.44234,14.78247,0.89807,15.2,5,10.2,1.4,214.4,2.9
London Eltham,LON6,2019-12-03 20:00:00,56.31595,42.57562,8.96121,4.83957,13.7,4.7,9,0.9,202.1,2.4
London Eltham,LON6,2019-12-03 21:00:00,36.1202,32.00892,2.68131,8.48173,13.6,5.6,8,1.2,193.2,2
London Eltham,LON6,2019-12-03 22:00:00,26.8829,23.96173,1.90514,10.47743,10.3,5.2,5.1,1.1,194.3,2.8
London Eltham,LON6,2019-12-03 23:00:00,19.20573,16.66323,1.65818,15.76603,8.5,4.3,4.2,1.3,186.4,3
London Eltham,LON6,2019-12-04 00:00:00,15.30663,12.77906,1.64844,15.41678,11.3,4.2,7.1,1.5,192.9,2
London Eltham,LON6,2019-12-04 01:00:00,16.75498,14.80514,1.27165,11.07614,12.9,4.7,8.2,1.4,189.3,1.1
London Eltham,LON6,2019-12-04 02:00:00,14.19376,12.29808,1.23633,10.97635,11.5,4.5,7,1.5,200.1,1.3
London Eltham,LON6,2019-12-04 03:00:00,12.66446,10.66045,1.30698,11.82452,14.6,6,8.6,1.4,193.1,1.6
London Eltham,LON6,2019-12-04 04:00:00,18.05036,16.58798,0.95374,9.82882,11.4,4.4,7,0.8,195.7,1.8
London Eltham,LON6,2019-12-04 05:00:00,26.61023,17.83595,5.72244,9.57936,13.6,5,8.6,1.1,194.2,1.7
London Eltham,LON6,2019-12-04 06:00:00,61.52889,31.68547,19.46337,1.14753,15,4.3,10.7,1,185.9,1.5
London Eltham,LON6,2019-12-04 07:00:00,56.1942,35.77502,13.31704,1.19742,15.2,5.9,9.3,0.7,173.3,1.1
London Eltham,LON6,2019-12-04 08:00:00,90.91829,36.32271,35.60631,1.39699,15.6,4.4,11.2,0.6,123.4,0.6
London Eltham,LON6,2019-12-04 09:00:00,130.53472,42.84599,57.1891,2.94366,15.3,3.2,12.1,0.8,134,2.1
London Eltham,LON6,2019-12-04 10:00:00,198.23526,52.53871,95.02081,3.94151,18.9,3.6,15.3,0.8,164.9,4
London Eltham,LON6,2019-12-04 11:00:00,75.06021,39.7464,23.03107,12.07399,16.8,4,12.8,0.3,161.5,4.9
London Eltham,LON6,2019-12-04 12:00:00,79.93417,42.99549,24.09078,12.6228,15.6,4.5,11.1,0.8,184.2,5.4
London Eltham,LON6,2019-12-04 13:00:00,31.64048,22.75787,5.79309,32.6297,9.6,3,6.6,1,175.7,5.1
London Eltham,LON6,2019-12-04 14:00:00,25.69665,20.6054,3.32043,30.73378,8.9,5.7,3.2,0.3,216.6,3.6
London Eltham,LON6,2019-12-04 15:00:00,28.33997,24.76526,2.33137,15.71614,11,5,6,0.6,291,2.6
London Eltham,LON6,2019-12-04 16:00:00,48.4205,32.98425,10.06726,2.54452,13.9,3,10.9,0.9,322.7,1.7
London Eltham,LON6,2019-12-04 17:00:00,139.32327,46.32663,60.65083,0.94796,17.1,3.7,13.4,0.7,337.8,1.9
London Eltham,LON6,2019-12-04 18:00:00,204.65011,47.57949,102.43879,1.39699,22,4.3,17.7,0.7,173.6,2.1
London Eltham,LON6,2019-12-04 19:00:00,196.03078,42.10158,100.39001,1.59656,25,5.6,19.4,0.9,246.5,2
London Eltham,LON6,2019-12-04 20:00:00,368.60733,57.06588,203.18204,1.94581,36.6,8.2,28.4,1.3,247.7,1.8
London Eltham,LON6,2019-12-04 21:00:00,260.16178,51.96197,135.78438,1.64645,35.5,6.2,29.3,2.1,280.3,1.2
London Eltham,LON6,2019-12-04 22:00:00,195.02173,41.36333,100.21339,1.24731,32,4,28,2,275.2,1.3
London Eltham,LON6,2019-12-04 23:00:00,227.60279,41.98865,121.05439,1.3471,32.6,6.2,26.4,1.9,269.6,0.5
London Eltham,LON6,2019-12-05 00:00:00,168.77488,37.97508,85.30541,1.09764,32.3,5,27.3,2,238.3,0.5
London Eltham,LON6,2019-12-05 01:00:00,145.26798,42.01639,67.33893,1.29721,30.7,6.6,24.1,2,247.5,0
London Eltham,LON6,2019-12-05 02:00:00,118.80328,39.79196,51.52984,1.39699,28.9,8.7,20.2,1.9,245.2,-0.5
London Eltham,LON6,2019-12-05 03:00:00,76.89837,34.16609,27.86926,1.44688,24.9,6.8,18.1,2.1,252,-0.9
London Eltham,LON6,2019-12-05 04:00:00,81.88221,33.34746,31.65354,1.09764,25.4,6.8,18.6,2.1,260.4,-1
London Eltham,LON6,2019-12-05 05:00:00,42.74506,30.3809,8.0637,2.44473,23.6,5.8,17.8,1.9,245.9,-1.1
London Eltham,LON6,2019-12-05 06:00:00,41.08104,27.84922,8.62957,3.3428,19.9,7.8,12.1,2.4,249.7,-1.1
London Eltham,LON6,2019-12-05 07:00:00,50.56888,32.83607,11.56504,1.59656,17.6,8,9.6,2.7,262.6,0.3
London Eltham,LON6,2019-12-05 08:00:00,126.95411,44.09254,54.04091,1.3471,19.1,6.5,12.6,2.9,271.9,0.5
London Eltham,LON6,2019-12-05 09:00:00,126.07019,49.98721,49.62002,3.54237,19.7,7.1,12.6,2.1,257.7,1.1
London Eltham,LON6,2019-12-05 10:00:00,77.27543,43.8705,21.78613,9.67915,13.6,4.8,8.8,1.9,236.3,1.8
London Eltham,LON6,2019-12-05 11:00:00,48.7249,33.75776,9.76132,18.11098,12.9,5.7,7.2,3.2,244.5,2.5
London Eltham,LON6,2019-12-05 12:00:00,40.16532,28.50614,7.60392,25.79442,11.2,4.1,7.1,3.2,245.2,3
London Eltham,LON6,2019-12-05 13:00:00,34.48994,26.13871,5.44653,32.33034,8.8,3.8,5,3.7,244.7,4.1
London Eltham,LON6,2019-12-05 14:00:00,27.59943,21.58004,3.92575,38.26755,9.1,5.7,3.4,4.4,245.9,4.5
London Eltham,LON6,2019-12-05 15:00:00,39.49173,32.00816,4.88066,25.34539,11.5,4.6,6.9,3.9,247.3,4
London Eltham,LON6,2019-12-05 16:00:00,33.7797,28.30259,3.57208,32.52991,9,2.7,6.3,4.2,241.9,4.9
London Eltham,LON6,2019-12-05 17:00:00,26.17074,21.61552,2.97084,42.85766,6.2,4,2.2,5.1,246.5,6.1
London Eltham,LON6,2019-12-05 18:00:00,21.25961,17.02976,2.75863,52.33723,3.7,3.1,0.6,5.2,246.4,6.4
London Eltham,LON6,2019-12-05 19:00:00,14.65312,12.80934,1.20248,59.17251,6.1,3.7,2.4,5.4,240,7.1
London Eltham,LON6,2019-12-05 20:00:00,14.3506,11.80184,1.66225,60.36993,5.6,3,2.6,5.4,240,7.6
London Eltham,LON6,2019-12-05 21:00:00,10.6759,8.18138,1.62689,64.86025,6.3,4.6,1.7,5.8,243.8,8.6
London Eltham,LON6,2019-12-05 22:00:00,7.92444,6.13489,1.16711,67.65423,5.4,2.8,2.6,6.6,246.4,9.3
London Eltham,LON6,2019-12-05 23:00:00,7.51482,5.23721,1.48542,66.40692,4.4,3,1.4,6.8,247.3,9.6
London Eltham,LON6,2019-12-06 00:00:00,6.34929,4.17748,1.41642,67.50455,2.6,3.5,-0.9,6.2,249.4,10.1
London Eltham,LON6,2019-12-06 01:00:00,5.67874,3.7965,1.22756,66.40692,3.2,1.4,1.8,6.6,250.1,10.3
London Eltham,LON6,2019-12-06 02:00:00,4.19945,2.67918,0.99149,64.01208,2.4,3.6,-1.2,6.5,254.5,10.3
London Eltham,LON6,2019-12-06 03:00:00,5.35975,2.86217,1.62888,63.76262,-0.6,2.7,-3.3,6.2,249.7,10.5
London Eltham,LON6,2019-12-06 04:00:00,5.09075,3.08182,1.31019,64.36133,-0.9,2,-2.9,5.8,249,10.6
London Eltham,LON6,2019-12-06 05:00:00,7.41306,5.51272,1.23937,63.01423,0.7,1.7,-1,5.6,245.2,11
London Eltham,LON6,2019-12-06 06:00:00,10.65869,7.50957,2.05381,62.76477,0.8,3,-2.2,6,245,11.3
London Eltham,LON6,2019-12-06 07:00:00,14.37531,10.62894,2.44332,57.72562,2.7,4.3,-1.6,6,246.1,11.5
London Eltham,LON6,2019-12-06 08:00:00,16.29871,12.55234,2.44332,55.28089,0.7,2.3,-1.6,6,254.4,11.6
London Eltham,LON6,2019-12-06 09:00:00,15.72393,11.65178,2.65578,54.5325,2.8,2.5,0.3,5.5,252,11.7
London Eltham,LON6,2019-12-06 10:00:00,14.60034,10.79967,2.47873,54.98154,1.1,2.4,-1.3,4.8,258,12
London Eltham,LON6,2019-12-06 11:00:00,15.00718,11.58658,2.23086,55.43057,2.9,3.4,-0.5,5.1,256.7,12
London Eltham,LON6,2019-12-06 12:00:00,14.57134,9.73906,3.15153,56.47831,2.9,4.1,-1.2,5.5,254.9,12
London Eltham,LON6,2019-12-06 13:00:00,18.31583,13.86362,2.90366,52.88605,-0.3,1.8,-2.1,5.5,261.3,12
London Eltham,LON6,2019-12-06 14:00:00,17.78101,14.41471,2.19545,53.43487,4.4,4.9,-0.5,4.8,260.8,11.4
London Eltham,LON6,2019-12-06 15:00:00,25.65959,20.82731,3.15153,46.74927,-0.4,1.3,-1.7,4.2,251.1,10.1
London Eltham,LON6,2019-12-06 16:00:00,20.70455,16.68669,2.62037,49.2439,3,2,1,6.2,277,10.4
London Eltham,LON6,2019-12-06 17:00:00,20.50766,17.52142,1.94758,50.19186,2.9,0.8,2.1,6.5,284.8,10.3
London Eltham,LON6,2019-12-06 18:00:00,21.80438,18.65526,2.05381,47.39788,1.5,-1.2,2.7,4.3,280.3,9
London Eltham,LON6,2019-12-06 19:00:00,21.70527,19.0448,1.73511,44.50411,3.7,0.8,2.9,4.1,276.5,8.1
London Eltham,LON6,2019-12-06 20:00:00,20.97461,18.47703,1.62888,42.65809,5.9,0.9,5,4.1,272.1,7.5
London Eltham,LON6,2019-12-06 21:00:00,25.54343,22.55719,1.94758,38.46712,7.5,2.2,5.3,3.7,264.3,6.9
London Eltham,LON6,2019-12-06 22:00:00,21.88015,19.38256,1.62888,39.51486,6.6,0.7,5.9,4,263.5,6.5
London Eltham,LON6,2019-12-06 23:00:00,20.89848,17.69506,2.08922,37.61895,4.2,0.1,4.1,4.3,267.7,6.4
London Eltham,LON6,2019-12-07 00:00:00,18.68331,15.13167,2.31632,38.96604,0.5,-0.3,0.8,3.6,263.5,6.6
London Eltham,LON6,2019-12-07 01:00:00,12.62852,11.03391,1.03998,41.06153,4.3,-0.9,5.2,3.4,267,5.9
London Eltham,LON6,2019-12-07 02:00:00,11.44558,10.03217,0.9218,42.80777,4.4,1.7,2.7,3.3,268.8,5.4
London Eltham,LON6,2019-12-07 03:00:00,10.63498,8.56924,1.34725,42.90755,4.7,1.5,3.2,3,267.3,4.9
London Eltham,LON6,2019-12-07 04:00:00,10.63042,8.40159,1.45361,40.26325,4.7,1.5,3.2,2.9,267.4,4.6
London Eltham,LON6,2019-12-07 05:00:00,10.24216,8.28514,1.27634,39.06583,1.3,0.3,1,2.9,266.1,4.5
London Eltham,LON6,2019-12-07 06:00:00,15.42768,12.76396,1.73724,32.82927,7.4,2.8,4.6,2.9,261.8,4.7
London Eltham,LON6,2019-12-07 07:00:00,26.2375,21.67111,2.97812,27.39098,5.7,3,2.7,3.1,266.8,5.2
London Eltham,LON6,2019-12-07 08:00:00,29.33893,24.39201,3.2263,23.64905,2.5,-1.1,3.6,3.3,265.1,5.2
London Eltham,LON6,2019-12-07 09:00:00,35.98894,28.10649,5.1408,23.59915,6.9,1.3,5.6,3.4,264.7,4.9
London Eltham,LON6,2019-12-07 10:00:00,34.30097,26.74469,4.92808,29.88561,3.9,0.6,3.3,3.5,263.4,5.1
London Eltham,LON6,2019-12-07 11:00:00,33.19198,24.43974,5.70806,34.6254,3.7,0.7,3,3.4,268.5,5.6
London Eltham,LON6,2019-12-07 12:00:00,27.52517,20.45814,4.609,40.16346,4.4,2.4,2,3.6,269.9,5.8
London Eltham,LON6,2019-12-07 13:00:00,21.23274,15.7422,3.58084,49.49336,3.4,1.3,2.1,3.3,260.4,5.6
London Eltham,LON6,2019-12-07 14:00:00,21.24376,16.13375,3.33266,46.74927,5.2,2,3.2,3.4,251.3,5.6
London Eltham,LON6,2019-12-07 15:00:00,25.32594,20.48774,3.15539,40.76217,6.1,2.4,3.7,3.5,239,5.4
London Eltham,LON6,2019-12-07 16:00:00,23.79516,18.84823,3.2263,45.9011,7.9,3.3,4.6,3.7,241.4,5.7
London Eltham,LON6,2019-12-07 17:00:00,23.09076,19.23107,2.51722,46.99874,5.8,2,3.8,3.8,237.3,5.8
London Eltham,LON6,2019-12-07 18:00:00,16.87086,13.17426,2.41086,54.38283,4.9,3.5,1.4,4,237.3,6.4
London Eltham,LON6,2019-12-07 19:00:00,14.7377,11.63908,2.02087,58.5239,2.4,4.2,-1.8,4.6,238.4,7.2
London Eltham,LON6,2019-12-07 20:00:00,10.77653,7.67792,2.02087,63.16391,3.8,3.8,0,5,237,8.2
London Eltham,LON6,2019-12-07 21:00:00,8.58049,5.8624,1.77269,65.8581,1.7,2.5,-0.8,5.5,236.9,9
London Eltham,LON6,2019-12-07 22:00:00,7.13409,5.28579,1.20543,66.75617,3.3,3.1,0.2,6.1,236.9,9.5
London Eltham,LON6,2019-12-07 23:00:00,6.23335,4.54813,1.09907,72.14456,4.7,5.1,-0.4,6.4,233.5,9.8
London Eltham,LON6,2019-12-08 00:00:00,5.14018,2.81791,1.51455,74.58929,6.5,6.3,0.2,6.7,230.9,10.4
London Eltham,LON6,2019-12-08 01:00:00,3.42542,1.82886,1.04125,75.43746,5.3,4.8,0.5,7.7,234.4,10.9
London Eltham,LON6,2019-12-08 02:00:00,3.84426,1.72155,1.38439,72.29423,NA,NA,NA,8.1,238.7,11.3
London Eltham,LON6,2019-12-08 03:00:00,3.56129,1.43859,1.38439,67.95359,6.2,5.5,0.7,8.2,246.5,12
London Eltham,LON6,2019-12-08 04:00:00,4.7514,2.68313,1.34889,65.40907,-0.1,1.8,-1.9,7.1,261.1,12.7
London Eltham,LON6,2019-12-08 05:00:00,5.37087,3.19374,1.41989,59.07272,-0.4,-0.3,-0.1,7.1,269,11.5
London Eltham,LON6,2019-12-08 06:00:00,5.42125,3.0264,1.56188,65.45896,2.5,2.1,0.4,7.1,267.8,10
London Eltham,LON6,2019-12-08 07:00:00,5.85811,4.8784,0.63895,69.15101,6.3,2.8,3.5,7,269.5,9.1
London Eltham,LON6,2019-12-08 08:00:00,8.31254,6.08099,1.45539,69.94929,8.4,1.2,7.2,7.1,267.2,8.8
London Eltham,LON6,2019-12-08 09:00:00,10.62536,8.12166,1.63287,66.95574,4.9,-2.1,7,7.7,264.9,9.3
London Eltham,LON6,2019-12-08 10:00:00,12.51228,8.70231,2.4848,66.5566,7.3,0.1,7.2,8.2,264.5,9.7
London Eltham,LON6,2019-12-08 11:00:00,12.10833,8.02621,2.66229,69.35058,6.1,1.7,4.4,7.5,259.8,9.6
London Eltham,LON6,2019-12-08 12:00:00,13.1241,8.93312,2.73328,68.60219,6.9,1.7,5.2,7.4,262.2,9.1
London Eltham,LON6,2019-12-08 13:00:00,13.19331,9.43776,2.44931,68.25294,6,4.2,1.8,7.9,259.5,9.4
London Eltham,LON6,2019-12-08 14:00:00,13.36633,9.71964,2.37831,68.75187,5.4,3.3,2.1,5.1,288.3,8.2
London Eltham,LON6,2019-12-08 15:00:00,14.28774,11.18533,2.02334,67.10541,0.9,3.9,-3,5.1,260.7,7.4
London Eltham,LON6,2019-12-08 16:00:00,16.10541,13.22072,1.88135,64.26154,6.6,5.2,1.4,4.4,262.4,7.4
London Eltham,LON6,2019-12-08 17:00:00,13.12122,10.78081,1.52638,67.65423,3.7,3.3,0.4,6.4,260.1,7.1
London Eltham,LON6,2019-12-08 18:00:00,13.4012,10.95193,1.59737,66.90584,2.8,2.4,0.4,6.6,253.5,6.9
London Eltham,LON6,2019-12-08 19:00:00,11.45321,8.18751,2.12983,69.74972,6.4,5.4,1,5.6,260.6,6.8
London Eltham,LON6,2019-12-08 20:00:00,9.15758,6.76274,1.56188,71.99488,3.8,4.4,-0.6,6.7,250.1,6.4
London Eltham,LON6,2019-12-08 21:00:00,7.5774,5.34584,1.45539,73.59144,3.2,3.2,0,7,251.2,6.8
London Eltham,LON6,2019-12-08 22:00:00,7.25037,5.45424,1.17141,71.64563,4.3,3.9,0.4,8.5,269.1,7.4
London Eltham,LON6,2019-12-08 23:00:00,6.16704,4.09877,1.34889,72.29423,4.2,5,-0.8,6.6,274.4,7.3
London Eltham,LON6,2019-12-09 00:00:00,5.59809,3.4183,1.42162,69.79961,4.4,2.7,1.7,6.1,269.6,7.3
London Eltham,LON6,2019-12-09 01:00:00,4.62737,2.81088,1.18468,64.11186,2.8,0.1,2.7,5.3,272.1,6.5
London Eltham,LON6,2019-12-09 02:00:00,5.72398,3.98015,1.1373,63.61294,2.1,0.7,1.4,4.8,265.1,6.1
London Eltham,LON6,2019-12-09 03:00:00,5.36229,2.85553,1.63487,61.76692,1.9,-0.4,2.3,5.2,282.2,6.4
London Eltham,LON6,2019-12-09 04:00:00,5.66744,3.92361,1.1373,58.82326,1.9,-1.1,3,5.7,304.3,6.9
London Eltham,LON6,2019-12-09 05:00:00,9.91031,8.05749,1.20838,54.5824,3.5,-3.2,6.7,6.5,322.5,7.3
