site,code,date,nox,no2,no,o3,pm2.5,v2.5,nv2.5,ws,wd,air_temp
London Eltham,LON6,2018-01-01 00:00:00,5.86699,3.36825,1.62964,67.40477,15,3.1,11.9,5.7,265.9,5.8
London Eltham,LON6,2018-01-01 01:00:00,NA,NA,NA,64.36133,11,2,9,5,260.6,5.4
London Eltham,LON6,2018-01-01 02:00:00,5.51295,3.99344,0.991,66.75617,4.7,2.6,2.1,4.7,257.4,5.2
London Eltham,LON6,2018-01-01 03:00:00,4.65313,2.77907,1.22223,68.25294,2.8,2.6,0.2,4.6,253.2,5
London Eltham,LON6,2018-01-01 04:00:00,2.93349,1.16074,1.15616,69.89939,1.7,0.2,1.5,4.9,254.1,5.2
London Eltham,LON6,2018-01-01 05:00:00,3.03465,1.46449,1.02403,69.60004,5.1,2.8,2.3,4.7,253.1,5.3
London Eltham,LON6,2018-01-01 06:00:00,5.56352,3.03102,1.65166,65.65853,7.3,3,4.3,3.4,251.3,5
London Eltham,LON6,2018-01-01 07:00:00,5.91757,4.04351,1.22223,64.66068,5.7,2.5,3.2,1.8,228,3.5
London Eltham,LON6,2018-01-01 08:00:00,7.28316,4.64935,1.71773,62.11616,4.6,1.6,3,1.8,186.2,3
London Eltham,LON6,2018-01-01 09:00:00,11.93629,8.99858,1.91593,52.5368,6,2.6,3.4,2.1,172.7,3.5
London Eltham,LON6,2018-01-01 10:00:00,15.88133,12.33582,2.31232,46.44992,8.4,2.1,6.3,1.2,194.5,4.7
London Eltham,LON6,2018-01-01 11:00:00,17.65155,15.22034,1.58559,40.16346,7.2,0.9,6.3,1.1,198.2,5.4
London Eltham,LON6,2018-01-01 12:00:00,22.05179,17.89847,2.70872,42.5583,4.8,0.2,4.6,1.3,252.3,6.2
London Eltham,LON6,2018-01-01 13:00:00,21.59659,18.35498,2.11412,39.914,5.5,1.3,4.2,2.7,276.4,7
London Eltham,LON6,2018-01-01 14:00:00,20.12984,17.49603,1.71773,45.15271,7.9,2.4,5.5,3.2,283.7,6.8
London Eltham,LON6,2018-01-01 15:00:00,14.81921,13.401,0.92493,51.83831,5.3,0.4,4.9,4,279.3,5.8
London Eltham,LON6,2018-01-01 16:00:00,18.41021,16.33355,1.35436,44.85336,7.1,0.6,6.5,5.1,271.6,5.7
London Eltham,LON6,2018-01-01 17:00:00,24.7324,21.49078,2.11412,39.2654,9.8,0.9,8.9,5.4,277.5,5.6
London Eltham,LON6,2018-01-01 18:00:00,24.53009,20.93392,2.34536,37.9183,11.8,0.8,11,6,286,5.7
London Eltham,LON6,2018-01-01 19:00:00,13.7065,11.93374,1.15616,51.08992,11.5,1.9,9.6,6.2,281.5,5.5
London Eltham,LON6,2018-01-01 20:00:00,12.69495,11.0235,1.0901,54.5325,11.1,1.5,9.6,6.6,284,5.5
London Eltham,LON6,2018-01-01 21:00:00,8.44644,6.26848,1.42043,61.81681,8.1,1.3,6.8,6.4,289.3,5.5
London Eltham,LON6,2018-01-01 22:00:00,7.89009,6.01603,1.22223,61.36778,5.7,-1.2,6.9,5.9,290.7,5.3
London Eltham,LON6,2018-01-01 23:00:00,6.67623,5.30867,0.8919,59.62154,7.3,0.4,6.9,5.2,291.3,5
London Eltham,LON6,2018-01-02 00:00:00,7.68009,5.38454,1.49712,57.07702,6.8,0.7,6.1,4.7,281.9,4.9
London Eltham,LON6,2018-01-02 01:00:00,NA,NA,NA,57.72562,7.2,1.3,5.9,4.5,281,4.3
London Eltham,LON6,2018-01-02 02:00:00,5.91165,4.18998,1.12284,52.68648,6.8,1.9,4.9,4.5,281.1,3.9
London Eltham,LON6,2018-01-02 03:00:00,5.40638,3.9379,0.95772,49.14411,4.1,0,4.1,3.7,280.7,3.4
London Eltham,LON6,2018-01-02 04:00:00,7.17482,5.40252,1.15587,43.95529,8.9,3.7,5.2,2.9,269.9,2.8
London Eltham,LON6,2018-01-02 05:00:00,18.08862,15.50613,1.68426,34.07658,4.1,0.1,4,2.6,256.2,2.2
London Eltham,LON6,2018-01-02 06:00:00,23.24237,19.54585,2.4108,34.52561,8.5,2.7,5.8,3,257.2,3.1
London Eltham,LON6,2018-01-02 07:00:00,41.5331,32.11458,6.1426,24.39743,11.3,4.9,6.4,2.6,241.1,2.6
London Eltham,LON6,2018-01-02 08:00:00,46.48473,32.05314,9.41204,23.00044,9.4,2.9,6.5,2.4,222.7,3.7
London Eltham,LON6,2018-01-02 09:00:00,31.88246,24.13497,5.05278,32.28045,3.8,-0.2,4,2.3,192.5,4
London Eltham,LON6,2018-01-02 10:00:00,23.24237,17.571,3.69877,41.2611,6.5,1.5,5,2.9,196.7,5.9
London Eltham,LON6,2018-01-02 11:00:00,19.70548,15.14814,2.97222,44.15486,7.9,4.8,3.1,3.3,212.7,7.1
London Eltham,LON6,2018-01-02 12:00:00,14.097,9.7422,2.84013,51.2396,8.7,5.7,3,4.8,217.2,8.4
London Eltham,LON6,2018-01-02 13:00:00,9.29695,5.95489,2.17963,57.67573,4.6,4.9,-0.3,5.7,227.6,9.9
London Eltham,LON6,2018-01-02 14:00:00,11.41908,7.46938,2.57593,57.32648,3.8,1.1,2.7,5.8,246.2,10.7
London Eltham,LON6,2018-01-02 15:00:00,21.57498,16.46062,3.3355,45.05293,6.6,2.1,4.5,4.9,257,10.8
London Eltham,LON6,2018-01-02 16:00:00,25.16239,19.28848,3.83087,41.56045,9.3,3.3,6,4.5,246.9,10.5
London Eltham,LON6,2018-01-02 17:00:00,22.98973,18.12856,3.17037,42.05938,11.4,3.6,7.8,4.6,245.2,9.8
London Eltham,LON6,2018-01-02 18:00:00,19.85707,15.75545,2.675,42.85766,13.6,8,5.6,6,241.8,10.3
London Eltham,LON6,2018-01-02 19:00:00,11.41908,7.67192,2.44383,53.38498,17.6,7.1,10.5,7.8,241.3,10.7
London Eltham,LON6,2018-01-02 20:00:00,5.91165,3.37979,1.65124,63.66283,15.4,7.9,7.5,8.3,233.7,11.3
London Eltham,LON6,2018-01-02 21:00:00,4.59795,2.218,1.55216,61.81681,6.6,4.7,1.9,9.1,243.4,12.2
London Eltham,LON6,2018-01-02 22:00:00,4.44637,2.26897,1.42006,58.87315,3.9,5.6,-1.7,8.6,248.9,12.3
London Eltham,LON6,2018-01-02 23:00:00,4.54742,1.91429,1.71729,58.07487,7.7,6.6,1.1,9,256.2,12.5
London Eltham,LON6,2018-01-03 00:00:00,5.65334,3.96587,1.10054,65.80821,6.1,4.3,1.8,8,272.4,11.2
London Eltham,LON6,2018-01-03 01:00:00,NA,NA,NA,67.65423,5.7,4.9,0.8,8.3,273.6,10.1
London Eltham,LON6,2018-01-03 02:00:00,4.54287,2.36603,1.4197,70.44821,5.2,4.3,0.9,8.8,274,9.1
London Eltham,LON6,2018-01-03 03:00:00,4.0381,2.21563,1.18859,76.18585,4.7,3.1,1.6,7.9,271.4,8.3
London Eltham,LON6,2018-01-03 04:00:00,4.29048,2.56926,1.12255,75.03832,7.1,3.3,3.8,7.9,276.8,7.6
London Eltham,LON6,2018-01-03 05:00:00,6.25906,3.98097,1.48573,73.94069,9.6,1.5,8.1,8.1,275.8,6.9
London Eltham,LON6,2018-01-03 06:00:00,8.83335,6.75776,1.35367,70.84735,5.1,-0.5,5.6,9.2,276.9,7
London Eltham,LON6,2018-01-03 07:00:00,14.58764,11.75269,1.84891,63.96219,6.3,-0.7,7,8.4,279.1,6.9
London Eltham,LON6,2018-01-03 08:00:00,17.26289,13.87106,2.21209,60.66928,9.5,1.4,8.1,7.4,282.4,6.8
London Eltham,LON6,2018-01-03 09:00:00,14.33526,11.75343,1.68383,61.36778,11.6,0.6,11,8,284.1,7.7
London Eltham,LON6,2018-01-03 10:00:00,14.18383,10.69076,2.27812,60.76907,NA,NA,NA,8.4,285.8,8.5
London Eltham,LON6,2018-01-03 11:00:00,NA,NA,NA,NA,NA,NA,NA,8.1,285.3,8.9
London Eltham,LON6,2018-01-03 12:00:00,NA,NA,NA,NA,NA,NA,NA,8.5,282.9,9
London Eltham,LON6,2018-01-03 13:00:00,7.52096,5.95161,1.0235,55.92949,15.3,2.6,12.7,8.1,277.4,8.2
London Eltham,LON6,2018-01-03 14:00:00,8.32859,7.67047,0.42921,56.42842,13,1.3,11.7,6.4,277.1,7.4
London Eltham,LON6,2018-01-03 15:00:00,16.40479,13.26609,2.04701,52.93594,13.9,-0.5,14.4,6.4,277.2,7
London Eltham,LON6,2018-01-03 16:00:00,21.14956,17.65649,2.27812,49.29379,16.5,1.6,14.9,6.9,278.6,6.8
London Eltham,LON6,2018-01-03 17:00:00,20.94765,16.74585,2.74035,49.64304,15.1,3.1,12,5.7,272.7,6.4
London Eltham,LON6,2018-01-03 18:00:00,15.7486,12.71115,1.98097,54.5325,15.1,1.2,13.9,5.1,264.5,6.1
London Eltham,LON6,2018-01-03 19:00:00,13.07336,10.4409,1.71684,56.62799,15.6,2.5,13.1,4.9,260.7,6
London Eltham,LON6,2018-01-03 20:00:00,13.57812,10.08505,2.27812,55.72992,12.7,2,10.7,4.8,259.6,5.8
London Eltham,LON6,2018-01-03 21:00:00,9.94383,7.21012,1.78288,56.87745,17,3.8,13.2,4.6,259.4,5.7
London Eltham,LON6,2018-01-03 22:00:00,9.03525,6.25092,1.81589,57.77552,18.4,5.6,12.8,4.4,256.5,5.6
London Eltham,LON6,2018-01-03 23:00:00,21.55337,10.16293,7.42865,53.28519,13.8,1,12.8,4.1,256,5.6
London Eltham,LON6,2018-01-04 00:00:00,7.463,6.04589,0.92422,58.12476,13.8,5.8,8,3.7,254.6,5.8
London Eltham,LON6,2018-01-04 01:00:00,NA,NA,NA,66.75617,9.9,3.7,6.2,3.2,252.2,5.4
London Eltham,LON6,2018-01-04 02:00:00,3.12639,1.70928,0.92422,68.5024,5.9,2.8,3.1,3.2,253.4,5.7
London Eltham,LON6,2018-01-04 03:00:00,2.57171,1.55949,0.66016,67.60434,6,2.7,3.3,3.5,258,6.8
London Eltham,LON6,2018-01-04 04:00:00,2.62214,1.66052,0.62715,63.26369,6.1,2.7,3.4,2.1,251.9,6.9
London Eltham,LON6,2018-01-04 05:00:00,10.94237,9.52526,0.92422,50.29164,7.8,4.8,3,1.4,167.1,6.7
London Eltham,LON6,2018-01-04 06:00:00,40.0884,32.04122,5.24823,24.34754,11.5,8,3.5,2,115.8,6.8
London Eltham,LON6,2018-01-04 07:00:00,54.15716,41.15008,8.48299,15.81592,5.3,2.7,2.6,2.7,161.8,7.1
London Eltham,LON6,2018-01-04 08:00:00,69.68826,49.24134,13.33513,8.33205,7.7,3.9,3.8,3.3,252.3,8.7
London Eltham,LON6,2018-01-04 09:00:00,63.68761,39.74852,15.61267,10.6271,1.2,-2,3.2,5.6,263.4,10.6
London Eltham,LON6,2018-01-04 10:00:00,22.54027,16.01143,4.258,34.52561,6.4,0.9,5.5,6.8,262.3,11.6
London Eltham,LON6,2018-01-04 11:00:00,33.07923,17.84527,9.93533,47.39788,10.1,5.5,4.6,7.7,264.7,12.2
London Eltham,LON6,2018-01-04 12:00:00,21.73346,11.30756,6.7996,51.78842,12.6,3.8,8.8,7.8,266.9,11.9
London Eltham,LON6,2018-01-04 13:00:00,10.89194,7.5516,2.17851,56.42842,13.3,4,9.3,7.7,266.2,11.2
London Eltham,LON6,2018-01-04 14:00:00,10.53896,5.98396,2.9707,61.91659,10.8,4.1,6.7,7.6,264.4,10.1
London Eltham,LON6,2018-01-04 15:00:00,12.00131,8.91403,2.01347,61.41767,8.5,2.5,6,7.8,264.2,9.1
London Eltham,LON6,2018-01-04 16:00:00,10.69024,8.31152,1.55136,59.82111,3.4,-1.4,4.8,7.5,269.2,8.4
London Eltham,LON6,2018-01-04 17:00:00,13.71578,10.98278,1.78242,57.62584,7,1.6,5.4,6.5,273.1,7.6
London Eltham,LON6,2018-01-04 18:00:00,23.54878,19.49989,2.64062,49.69293,7.8,3.2,4.6,4.9,274,7
London Eltham,LON6,2018-01-04 19:00:00,18.65749,14.35554,2.80566,54.78197,11.3,3.2,8.1,4.7,268.8,6.5
London Eltham,LON6,2018-01-04 20:00:00,13.46365,10.93309,1.65039,57.67573,4.5,1.8,2.7,4.7,265.4,6.2
London Eltham,LON6,2018-01-04 21:00:00,11.95088,9.62277,1.51836,56.5781,8.9,4.1,4.8,3.8,260.7,5.8
London Eltham,LON6,2018-01-04 22:00:00,14.926,12.2436,1.74941,52.83616,8.4,4.5,3.9,2.4,243.5,4.8
London Eltham,LON6,2018-01-04 23:00:00,16.03536,13.30236,1.78242,48.14626,9.3,5.7,3.6,2.3,203.6,3.8
London Eltham,LON6,2018-01-05 00:00:00,14.10501,11.60884,1.62797,29.23701,8.1,5.4,2.7,2.7,248.6,5.2
London Eltham,LON6,2018-01-05 01:00:00,NA,NA,NA,36.6211,6.9,0.6,6.3,3.4,252.2,5.2
London Eltham,LON6,2018-01-05 02:00:00,4.88638,2.81186,1.35297,58.92304,5.5,1.8,3.7,4,257.3,5.6
London Eltham,LON6,2018-01-05 03:00:00,2.75384,1.47202,0.83598,62.01638,8.2,3.4,4.8,3.8,248.8,5.5
London Eltham,LON6,2018-01-05 04:00:00,2.92175,0.79663,1.38597,67.30498,7,4.1,2.9,3.8,247.2,5.7
London Eltham,LON6,2018-01-05 05:00:00,7.15326,4.21856,1.91396,64.06197,3.9,1.3,2.6,3.7,242.2,5.6
London Eltham,LON6,2018-01-05 06:00:00,14.40726,11.27018,2.04596,54.23315,7.8,2.5,5.3,3.6,238.7,5.6
London Eltham,LON6,2018-01-05 07:00:00,23.6259,18.26249,3.49792,47.79702,10.1,1.1,9,3.6,237,5.5
London Eltham,LON6,2018-01-05 08:00:00,18.48764,14.33859,2.70594,56.5781,6.6,1.3,5.3,4.1,239,5.9
London Eltham,LON6,2018-01-05 09:00:00,17.53052,12.21771,3.46492,60.91874,6.9,3.8,3.1,5.5,245.1,7.4
London Eltham,LON6,2018-01-05 10:00:00,14.60876,10.20672,2.87094,63.11401,3.4,1.1,2.3,7,245.2,8.3
London Eltham,LON6,2018-01-05 11:00:00,12.89601,8.59517,2.80494,66.15746,6.5,2.5,4,7,250.1,8.4
London Eltham,LON6,2018-01-05 12:00:00,14.15539,8.3366,3.79492,63.16391,7.5,3.2,4.3,6.7,263.8,7.8
London Eltham,LON6,2018-01-05 13:00:00,15.36439,9.495,3.82792,61.81681,6.9,2.6,4.3,5.2,274.6,6.8
London Eltham,LON6,2018-01-05 14:00:00,18.58839,12.41542,4.02591,57.37638,5.2,1.6,3.6,3.6,271.1,6.1
London Eltham,LON6,2018-01-05 15:00:00,26.09427,18.90933,4.6859,51.38928,4,0.9,3.1,2.6,260.9,4.7
London Eltham,LON6,2018-01-05 16:00:00,36.67304,28.37493,5.41188,41.85981,5.4,1.1,4.3,2,251.3,3.4
London Eltham,LON6,2018-01-05 17:00:00,58.48543,44.31794,9.2398,24.34754,6.9,2,4.9,1.8,230.3,2.4
London Eltham,LON6,2018-01-05 18:00:00,53.59905,42.92284,6.96285,23.44948,8.5,0.9,7.6,1.6,220.7,2.5
London Eltham,LON6,2018-01-05 19:00:00,49.11567,42.53791,4.28991,17.41248,9.8,1,8.8,1,238.9,1.7
London Eltham,LON6,2018-01-05 20:00:00,64.48006,51.37513,8.54681,5.68775,13.9,2.9,11,0.8,239.5,2.1
London Eltham,LON6,2018-01-05 21:00:00,58.28393,48.77147,6.20386,2.04559,13.6,0.8,12.8,0,133.1,1.7
London Eltham,LON6,2018-01-05 22:00:00,112.58823,52.17401,39.40113,1.14753,17.8,3.7,14.1,0.3,65.5,1.2
London Eltham,LON6,2018-01-05 23:00:00,76.21745,46.41512,19.43657,0.99785,15.6,1,14.6,0.6,115.5,0.8
London Eltham,LON6,2018-01-06 00:00:00,75.95635,44.05397,20.80619,0.94796,14.2,2.6,11.6,1.5,77.7,2.1
London Eltham,LON6,2018-01-06 01:00:00,NA,NA,NA,1.9957,12.4,2,10.4,1.4,55.3,2.1
London Eltham,LON6,2018-01-06 02:00:00,72.81946,34.37472,25.073,0.44903,15.1,0.8,14.3,1.6,57.9,2.3
London Eltham,LON6,2018-01-06 03:00:00,78.15385,37.07869,26.78852,0.74839,16,2.6,13.4,2.1,33.9,1.6
London Eltham,LON6,2018-01-06 04:00:00,83.63921,36.79734,30.54947,0.44903,14.9,3.1,11.8,1.7,37,1.2
London Eltham,LON6,2018-01-06 05:00:00,84.59538,42.71085,27.31638,0.6985,18,2.5,15.5,1.5,38,0.8
London Eltham,LON6,2018-01-06 06:00:00,65.87469,42.302,15.37371,1.04774,18.7,0.4,18.3,1.4,48.5,0.4
London Eltham,LON6,2018-01-06 07:00:00,50.67671,37.77749,8.41265,1.89592,24.3,4.6,19.7,1.3,37.5,0
London Eltham,LON6,2018-01-06 08:00:00,40.00793,30.29557,6.33423,5.83742,20.8,4.7,16.1,1.4,31.9,-0.2
London Eltham,LON6,2018-01-06 09:00:00,31.75472,23.25641,5.54245,15.9656,20.2,5.4,14.8,1.8,35.2,0.9
London Eltham,LON6,2018-01-06 10:00:00,27.87974,20.08962,5.08058,22.15227,17.3,4.6,12.7,2.3,37.8,2.2
London Eltham,LON6,2018-01-06 11:00:00,26.9739,18.93085,5.24554,26.19356,15.3,4.9,10.4,2.3,45.9,3.1
London Eltham,LON6,2018-01-06 12:00:00,28.18168,20.59391,4.94862,24.39743,14.3,3.8,10.5,2.9,56.3,3.9
London Eltham,LON6,2018-01-06 13:00:00,27.47714,20.19288,4.75067,25.79442,15.6,2.9,12.7,3.2,47.1,3.3
London Eltham,LON6,2018-01-06 14:00:00,23.60216,18.03779,3.62899,26.49292,15,3.1,11.9,2.8,27.7,2.9
London Eltham,LON6,2018-01-06 15:00:00,20.73367,16.99037,2.44132,27.2912,13.3,2.3,11,3.4,48.7,3.7
London Eltham,LON6,2018-01-06 16:00:00,14.39279,11.9647,1.58356,28.03959,11.5,2.8,8.7,4.6,53.1,4.4
London Eltham,LON6,2018-01-06 17:00:00,13.23533,10.90841,1.51758,25.24561,9.7,2.9,6.8,5.6,55.1,5
London Eltham,LON6,2018-01-06 18:00:00,13.48695,10.40125,2.01244,31.03314,7.7,2.2,5.5,5.7,53.6,5.3
London Eltham,LON6,2018-01-06 19:00:00,11.82624,8.84172,1.94646,35.62325,6.6,0.6,6,5.9,54,4.9
London Eltham,LON6,2018-01-06 20:00:00,8.90743,7.18753,1.12169,37.56905,6.9,1,5.9,6.1,54.1,4.8
London Eltham,LON6,2018-01-06 21:00:00,7.85061,5.87779,1.28664,43.75572,7.6,2.2,5.4,5.6,51.4,4.4
London Eltham,LON6,2018-01-06 22:00:00,8.05191,5.0168,1.97945,49.2439,8,2.7,5.3,6.3,50.7,3.9
London Eltham,LON6,2018-01-06 23:00:00,6.64283,4.11357,1.64954,49.94239,8.1,1.7,6.4,5.6,49.4,3.4
London Eltham,LON6,2018-01-07 00:00:00,5.42957,4.41813,0.65965,46.35013,4.4,1.4,3,4.6,44.8,2.6
London Eltham,LON6,2018-01-07 01:00:00,NA,NA,NA,46.99874,7.2,1.7,5.5,4.9,46,2.1
London Eltham,LON6,2018-01-07 02:00:00,4.223,3.21156,0.65965,48.99444,8,2.8,5.2,5.3,47.3,2.2
London Eltham,LON6,2018-01-07 03:00:00,4.57492,3.26004,0.85754,47.64734,6,0.7,5.3,5.4,51.5,2.2
London Eltham,LON6,2018-01-07 04:00:00,3.41862,1.95203,0.95649,46.94884,6.1,2.9,3.2,5.4,51.6,2.2
London Eltham,LON6,2018-01-07 05:00:00,4.82629,2.95512,1.22035,45.10282,5.3,1.6,3.7,5.4,54.5,2.5
London Eltham,LON6,2018-01-07 06:00:00,4.77601,3.51171,0.82456,41.41078,4.8,0,4.8,5.1,53.1,2.8
London Eltham,LON6,2018-01-07 07:00:00,11.7138,9.48863,1.45122,29.23701,4.4,-0.1,4.5,5.1,55.7,2.8
London Eltham,LON6,2018-01-07 08:00:00,9.6023,7.98399,1.05543,31.48217,4,0.9,3.1,5.3,60.1,3.1
London Eltham,LON6,2018-01-07 09:00:00,14.27777,10.48485,2.47367,30.53421,5,0.7,4.3,6.2,64.6,4.2
London Eltham,LON6,2018-01-07 10:00:00,8.69737,5.86533,1.84701,40.5626,6,0.7,5.3,6.3,66.3,5
London Eltham,LON6,2018-01-07 11:00:00,7.2897,4.71052,1.6821,48.49551,8.3,3,5.3,7.1,71,5.6
London Eltham,LON6,2018-01-07 12:00:00,6.73669,4.15751,1.6821,48.24605,8.3,2.9,5.4,7.1,70.4,5.5
London Eltham,LON6,2018-01-07 13:00:00,7.4908,5.16448,1.51719,50.24175,7,3.1,3.9,6.9,71.2,5
London Eltham,LON6,2018-01-07 14:00:00,5.88204,4.26373,1.05543,55.08132,6.2,2.9,3.3,6,70.3,4.3
London Eltham,LON6,2018-01-07 15:00:00,7.6919,6.27587,0.92351,54.73207,5.8,1.3,4.5,5.4,67.1,3.2
London Eltham,LON6,2018-01-07 16:00:00,9.95422,8.18419,1.15438,54.88175,7.1,3.8,3.3,5.4,66.7,2.8
London Eltham,LON6,2018-01-07 17:00:00,16.79146,15.02143,1.15438,49.19401,8.2,3.1,5.1,5.4,67.3,2.6
London Eltham,LON6,2018-01-07 18:00:00,17.69639,16.07808,1.05543,47.14841,7.2,2.7,4.5,5.4,68.5,2.6
London Eltham,LON6,2018-01-07 19:00:00,13.87558,11.59983,1.48421,48.34583,6.8,1.5,5.3,5.5,71.4,2.7
London Eltham,LON6,2018-01-07 20:00:00,11.96517,10.54915,0.92351,47.84691,8.8,1.5,7.3,5.4,75.2,2.8
London Eltham,LON6,2018-01-07 21:00:00,9.75312,7.67966,1.35228,48.79487,7.1,1.4,5.7,5.1,79.3,2.8
London Eltham,LON6,2018-01-07 22:00:00,10.00449,8.63904,0.89052,42.90755,8.5,2.2,6.3,4.6,82.2,2.7
London Eltham,LON6,2018-01-07 23:00:00,9.85367,8.38708,0.95649,40.96174,7.9,2.1,5.8,4.8,84.5,3.1
London Eltham,LON6,2018-01-08 00:00:00,6.89732,5.81873,0.70344,41.51056,9.7,3.3,6.4,4.7,83.9,2.9
London Eltham,LON6,2018-01-08 01:00:00,NA,NA,NA,40.41293,9.6,2.4,7.2,4.9,88.6,3
London Eltham,LON6,2018-01-08 02:00:00,7.53348,6.11783,0.92327,39.86411,11.3,3.8,7.5,5.8,93.6,3.6
London Eltham,LON6,2018-01-08 03:00:00,8.23661,6.5176,1.12111,38.36733,10.9,4.7,6.2,5.9,95.8,3.8
London Eltham,LON6,2018-01-08 04:00:00,9.04018,7.16949,1.22003,37.12002,12.4,3.9,8.5,5.8,98.1,3.7
London Eltham,LON6,2018-01-08 05:00:00,11.85268,9.93143,1.25301,33.87701,11.3,3.1,8.2,5.4,99.8,3.8
London Eltham,LON6,2018-01-08 06:00:00,19.93862,17.66345,1.48382,25.34539,14,4,10,5.4,101.2,3.9
London Eltham,LON6,2018-01-08 07:00:00,26.96987,22.92513,2.63791,17.76173,14,3.7,10.3,4.9,102.9,4
London Eltham,LON6,2018-01-08 08:00:00,28.7779,23.67143,3.33036,15.66625,13.6,3.1,10.5,4.6,103.5,4.1
London Eltham,LON6,2018-01-08 09:00:00,22.39955,18.80985,2.34114,18.6598,11.1,2.2,8.9,4.5,103,4.3
London Eltham,LON6,2018-01-08 10:00:00,16.62388,12.68027,2.57196,23.9484,12.7,4,8.7,4.5,104.1,4.4
London Eltham,LON6,2018-01-08 11:00:00,NA,NA,NA,NA,16.2,6.3,9.9,4.2,103.4,4.6
London Eltham,LON6,2018-01-08 12:00:00,16.94196,12.56017,2.85773,16.96345,14.1,5.3,8.8,3.9,101.4,4.7
London Eltham,LON6,2018-01-08 13:00:00,18.73326,14.63797,2.67088,16.31485,15.1,4.8,10.3,3.5,98.3,5
London Eltham,LON6,2018-01-08 14:00:00,20.54129,16.64824,2.53899,14.81807,15.3,5.1,10.2,3.7,94.6,4.9
London Eltham,LON6,2018-01-08 15:00:00,24.0067,19.35525,3.03359,13.47098,13,5,8,3.7,96.1,4.9
London Eltham,LON6,2018-01-08 16:00:00,22.65067,18.80817,2.50601,14.51872,16.4,5.4,11,3.4,97.9,5
London Eltham,LON6,2018-01-08 17:00:00,31.5904,25.82666,3.75902,8.18237,17.6,5.4,12.2,3,101,5.1
London Eltham,LON6,2018-01-08 18:00:00,31.03795,26.23482,3.13251,7.78323,14.8,5.8,9,3.1,105.6,5.2
London Eltham,LON6,2018-01-08 19:00:00,24.96094,21.169,2.47304,10.32775,16.5,5,11.5,3.3,112.6,5.2
London Eltham,LON6,2018-01-08 20:00:00,22.55022,19.26388,2.1433,11.12603,16.9,4.6,12.3,3.2,118.3,5.3
London Eltham,LON6,2018-01-08 21:00:00,26.01563,22.5776,2.24222,8.53162,21.7,6.7,15,3.2,117.2,5.4
London Eltham,LON6,2018-01-08 22:00:00,28.17522,24.99,2.07735,6.43613,20.6,4.7,15.9,2.6,114.7,5.1
London Eltham,LON6,2018-01-08 23:00:00,28.82812,25.03619,2.47304,5.88732,23.8,7.1,16.7,2.2,106.8,3.3
London Eltham,LON6,2018-01-09 00:00:00,25.4094,22.10573,2.1546,8.33205,20.6,6.5,14.1,2.2,97.7,2.8
London Eltham,LON6,2018-01-09 01:00:00,NA,NA,NA,9.92861,21.2,5.4,15.8,1.9,107.4,3.7
London Eltham,LON6,2018-01-09 02:00:00,21.67174,19.54795,1.3851,8.33205,23,7,16,1.7,106.8,3.4
London Eltham,LON6,2018-01-09 03:00:00,29.91806,25.56935,2.83615,4.04129,24.5,7.8,16.7,2.3,125.3,2.3
London Eltham,LON6,2018-01-09 04:00:00,30.27004,25.6685,3.00105,4.39054,23.3,5.8,17.5,3,128,2.7
London Eltham,LON6,2018-01-09 05:00:00,33.5384,25.59948,5.17763,3.89162,25.1,7,18.1,2.8,120.5,2.2
London Eltham,LON6,2018-01-09 06:00:00,46.66212,28.15483,12.07014,1.44688,25.7,8.2,17.5,2.1,121.3,2
London Eltham,LON6,2018-01-09 07:00:00,69.74176,29.49094,26.2509,0.94796,26.1,6.5,19.6,1.8,113.6,2.4
London Eltham,LON6,2018-01-09 08:00:00,60.64064,26.76118,22.09561,0.99785,29.8,8.2,21.6,2.1,135.1,3.1
London Eltham,LON6,2018-01-09 09:00:00,41.48302,23.43084,11.77333,1.79613,25.5,4.8,20.7,2.5,146.8,3.3
London Eltham,LON6,2018-01-09 10:00:00,66.97623,26.47258,26.41579,1.49678,27.7,6.6,21.1,2.4,152.1,3.4
London Eltham,LON6,2018-01-09 11:00:00,98.25191,26.80165,46.59865,0.99785,29.9,7.6,22.3,2.3,158,3.3
London Eltham,LON6,2018-01-09 12:00:00,113.38693,26.31167,56.78901,1.24731,34.3,7.9,26.4,2,151.6,3.6
London Eltham,LON6,2018-01-09 13:00:00,79.49656,24.78376,35.68276,1.39699,34.3,6.3,28,2.1,177.4,4.3
London Eltham,LON6,2018-01-09 14:00:00,64.16041,21.58354,27.76791,1.49678,33.9,7.5,26.4,2.3,187.2,4.8
London Eltham,LON6,2018-01-09 15:00:00,72.35645,26.1388,30.14237,1.04774,36.1,9,27.1,2.5,190.8,5.1
London Eltham,LON6,2018-01-09 16:00:00,66.42312,27.58816,25.3275,0.84817,31.7,7.5,24.2,2.8,193.2,5.6
London Eltham,LON6,2018-01-09 17:00:00,84.87678,27.02887,37.72743,0.84817,33.2,7,26.2,2.2,188.2,6.1
London Eltham,LON6,2018-01-09 18:00:00,68.33386,30.30796,24.79985,0.74839,32.6,8.8,23.8,2.1,154.3,6.2
London Eltham,LON6,2018-01-09 19:00:00,52.34404,28.88125,15.30203,2.94366,30.9,7,23.9,2.3,159.5,6.6
London Eltham,LON6,2018-01-09 20:00:00,36.15309,27.20284,5.8372,7.23441,28.1,8.3,19.8,2.5,172.1,7.1
