site,code,date,nox,no2,no,o3,pm10,pm2.5,ws,wd,air_temp
London Harlington,HRL,2019-05-24 03:00:00,39.77733,36.25945,2.2943,21.00474,16.978,8.863,2.5,318,9.2
London Harlington,HRL,2019-05-24 04:00:00,45.88945,38.40777,4.87943,13.9699,14.37,9.352,2.7,327.8,9.2
London Harlington,HRL,2019-05-24 05:00:00,59.81152,39.74475,13.0872,12.22366,17.875,10.705,3.1,354.4,11.1
London Harlington,HRL,2019-05-24 06:00:00,60.2966,36.26604,15.67233,18.16087,23.89,12.611,3.3,353.6,12.5
London Harlington,HRL,2019-05-24 07:00:00,32.64651,21.44876,7.30298,32.33034,19.848,10.955,3.5,352.3,13.9
London Harlington,HRL,2019-05-24 08:00:00,25.12763,15.66404,6.17199,43.30669,17.523,10.424,4.2,357.3,15.7
London Harlington,HRL,2019-05-24 09:00:00,14.31014,10.34633,2.58513,49.59315,14.003,7.711,4.3,352.7,16.9
London Harlington,HRL,2019-05-24 10:00:00,14.16461,9.06121,3.32835,57.37638,13.815,5.924,4.3,341.4,17.7
London Harlington,HRL,2019-05-24 11:00:00,12.32127,8.65475,2.39124,64.21165,16.853,6.438,4.5,336.9,18.6
London Harlington,HRL,2019-05-24 12:00:00,11.9332,8.46487,2.26199,65.05982,17.413,5.956,4.1,332.5,19.2
London Harlington,HRL,2019-05-24 13:00:00,16.15347,11.49601,3.03752,62.36563,15.93,4.945,3.9,329.2,19.7
London Harlington,HRL,2019-05-24 14:00:00,19.20954,12.76836,4.20083,59.871,18.298,4.986,4.2,326.7,19.8
London Harlington,HRL,2019-05-24 15:00:00,19.40357,14.25063,3.36066,58.97294,16.485,6.1,4.3,322.4,19.6
London Harlington,HRL,2019-05-24 16:00:00,23.57534,17.58009,3.91,54.78197,15.79,7.189,4.3,323.5,19.4
London Harlington,HRL,2019-05-24 17:00:00,25.46719,22.09796,2.19736,47.54755,19.56,7.615,3.4,319.9,18.7
London Harlington,HRL,2019-05-24 18:00:00,26.6314,23.7081,1.90653,43.05723,14.48,7.123,4.3,325,16.8
London Harlington,HRL,2019-05-24 19:00:00,32.98608,29.61684,2.19736,32.82927,16.11,7.537,4.2,324.7,15.4
London Harlington,HRL,2019-05-24 20:00:00,26.29184,23.41808,1.87422,41.21121,12.358,7.197,3.4,333.7,14.8
London Harlington,HRL,2019-05-24 21:00:00,49.33359,40.41503,5.81653,20.80517,13.63,8.331,2.3,340.8,14.4
London Harlington,HRL,2019-05-24 22:00:00,37.4489,33.43555,2.61744,21.88618,12.692,7.582,1.9,317.6,14.1
London Harlington,HRL,2019-05-24 23:00:00,34.53836,30.47546,2.64975,22.10238,13.475,8.336,2.2,324.9,13.6
London Harlington,HRL,2019-05-25 00:00:00,34.55494,29.86253,3.06031,18.22739,10.691,7.309,NA,NA,NA
London Harlington,HRL,2019-05-25 01:00:00,22.77779,19.60545,2.06894,34.19299,8.35,4.155,NA,NA,NA
London Harlington,HRL,2019-05-25 02:00:00,20.4806,17.5561,1.90731,36.37163,8.59,5.562,NA,NA,NA
London Harlington,HRL,2019-05-25 03:00:00,19.41289,16.6371,1.81033,36.97034,8.303,5.667,NA,NA,NA
London Harlington,HRL,2019-05-25 04:00:00,30.33264,26.36722,2.58618,26.54281,6.34,3.872,NA,NA,NA
London Harlington,HRL,2019-05-25 05:00:00,29.16787,23.76498,3.52367,27.79012,9.722,4.519,NA,NA,NA
London Harlington,HRL,2019-05-25 06:00:00,21.30565,16.49758,3.13574,35.07443,13.283,6.1,NA,NA,NA
London Harlington,HRL,2019-05-25 07:00:00,16.93775,12.52622,2.87712,44.00519,11.083,6.008,NA,NA,NA
London Harlington,HRL,2019-05-25 08:00:00,15.38471,10.0314,3.49134,42.10927,11.705,7.195,NA,NA,NA
London Harlington,HRL,2019-05-25 09:00:00,10.2403,6.72099,2.29523,49.04433,12.986,7.911,NA,NA,NA
London Harlington,HRL,2019-05-25 10:00:00,10.28883,6.17471,2.68316,51.98799,9.239,4.424,NA,NA,NA
London Harlington,HRL,2019-05-25 11:00:00,8.44461,5.074,2.19825,NA,7.334,3.464,NA,NA,NA
London Harlington,HRL,2019-05-25 12:00:00,12.42425,7.86402,2.97411,60.46971,7.137,3.05,NA,NA,NA
London Harlington,HRL,2019-05-25 13:00:00,7.32837,5.29609,1.32542,65.75832,5.948,2.92,NA,NA,NA
London Harlington,HRL,2019-05-25 14:00:00,6.69745,4.66517,1.32542,70.44821,6.413,2.79,NA,NA,NA
London Harlington,HRL,2019-05-25 15:00:00,7.91075,4.98626,1.90731,72.89294,5.131,2.311,NA,NA,NA
London Harlington,HRL,2019-05-25 16:00:00,15.19059,10.82863,2.8448,69.79961,6.745,2.66,NA,NA,NA
London Harlington,HRL,2019-05-25 17:00:00,15.19059,12.11739,2.00429,66.40692,8.087,2.837,NA,NA,NA
London Harlington,HRL,2019-05-25 18:00:00,16.50096,14.27041,1.45473,61.11831,8.26,3.346,NA,NA,NA
London Harlington,HRL,2019-05-25 19:00:00,14.99646,13.90597,0.7112,63.26369,8.739,4.845,NA,NA,NA
London Harlington,HRL,2019-05-25 20:00:00,18.19958,17.5552,0.42025,54.88175,11.492,6.538,NA,NA,NA
London Harlington,HRL,2019-05-25 21:00:00,18.10252,17.55727,0.3556,48.64519,9.011,4.904,NA,NA,NA
London Harlington,HRL,2019-05-25 22:00:00,11.7448,11.19955,0.3556,50.84046,8.32,4.724,NA,NA,NA
London Harlington,HRL,2019-05-25 23:00:00,12.9581,12.21459,0.48491,46.15056,7.455,4.426,NA,NA,NA
London Harlington,HRL,2019-05-26 00:00:00,14.43717,13.84212,0.38809,39.71443,8.273,4.636,3.2,260,12.9
London Harlington,HRL,2019-05-26 01:00:00,14.89036,14.16307,0.47433,37.38611,9.522,5.799,3.4,261.4,11.8
London Harlington,HRL,2019-05-26 02:00:00,7.0891,6.54364,0.35575,45.45207,9.353,6.555,3.7,268.5,11
London Harlington,HRL,2019-05-26 03:00:00,7.42899,7.23064,0.12936,43.2568,9.736,6.985,3.8,270.9,10.8
London Harlington,HRL,2019-05-26 04:00:00,9.46833,8.82368,0.42043,39.16561,8.123,6.238,3.6,257.2,10.5
London Harlington,HRL,2019-05-26 05:00:00,14.32388,11.99324,1.52,35.32389,6.244,4.883,4,253.1,10.5
London Harlington,HRL,2019-05-26 06:00:00,7.72033,5.93516,1.16425,39.41508,5.573,4.211,4.2,254.3,10.9
London Harlington,HRL,2019-05-26 07:00:00,13.74121,9.03036,3.07234,40.36303,5.901,4.125,4.6,250.2,11.6
London Harlington,HRL,2019-05-26 08:00:00,14.12965,8.97251,3.3634,42.15916,5.912,4.032,5.2,251.2,12.2
London Harlington,HRL,2019-05-26 09:00:00,15.34354,9.29382,3.94553,40.26325,7.269,4.225,5.1,244.5,13.1
London Harlington,HRL,2019-05-26 10:00:00,13.06143,7.35882,3.71914,41.61035,8.107,4.652,5.4,244.4,13.6
London Harlington,HRL,2019-05-26 11:00:00,15.00365,9.30104,3.71914,41.66024,8.461,5.087,6.1,244.7,14.4
London Harlington,HRL,2019-05-26 12:00:00,16.55743,10.01183,4.26893,37.51916,8.013,4.435,5.2,245.1,14.9
London Harlington,HRL,2019-05-26 13:00:00,17.77132,11.77118,3.91319,33.12862,6.175,3.631,5.6,254,15.3
London Harlington,HRL,2019-05-26 14:00:00,11.70188,8.18114,2.29617,32.28045,4.868,2.826,5.4,258,15.8
London Harlington,HRL,2019-05-26 15:00:00,8.78855,6.16039,1.71404,34.07658,4.71,1.356,5.7,269.5,17
London Harlington,HRL,2019-05-26 16:00:00,7.18622,5.15311,1.32596,37.66884,2.839,1.385,5.2,279.8,17
London Harlington,HRL,2019-05-26 17:00:00,4.85555,3.4175,0.93787,42.5583,4.029,1.792,5.8,290,17.1
London Harlington,HRL,2019-05-26 18:00:00,4.90411,3.86276,0.67915,42.75787,4.304,2.34,4.5,294.3,15.3
London Harlington,HRL,2019-05-26 19:00:00,11.70188,10.31342,0.90553,40.11357,4.719,2.725,3.7,280.3,13.6
London Harlington,HRL,2019-05-26 20:00:00,12.18743,10.25351,1.26128,45.30239,8.753,4.348,3,280.9,12.3
London Harlington,HRL,2019-05-26 21:00:00,21.41298,17.6443,2.45787,37.66884,12.053,8.143,2.9,283.1,11.4
London Harlington,HRL,2019-05-26 22:00:00,51.22606,34.76288,10.73701,16.56431,9.567,4.944,3.4,295.1,10.7
London Harlington,HRL,2019-05-26 23:00:00,30.29864,26.08367,2.74893,22.25206,10.021,5.758,3.8,299.7,10.2
London Harlington,HRL,2019-05-27 00:00:00,19.49629,16.98281,1.63925,27.74023,8.358,4.698,2.7,277.2,10.2
London Harlington,HRL,2019-05-27 01:00:00,16.19293,14.07632,1.38042,27.54066,8.369,4.626,3.1,275.9,9.1
London Harlington,HRL,2019-05-27 02:00:00,15.25374,13.46785,1.16473,29.88561,8.246,4.714,3.9,284.3,8.1
London Harlington,HRL,2019-05-27 03:00:00,16.12816,14.73914,0.9059,27.04174,9.268,5.321,3.6,285.2,8
London Harlington,HRL,2019-05-27 04:00:00,14.96227,13.52364,0.93825,29.73593,8.919,5.117,3.5,279.2,7.9
London Harlington,HRL,2019-05-27 05:00:00,11.51318,9.2312,1.48826,32.72948,9.108,5.299,3.5,274.1,7.9
London Harlington,HRL,2019-05-27 06:00:00,18.02273,12.66506,3.49418,28.23916,9.388,5.656,3.6,269.1,8
London Harlington,HRL,2019-05-27 07:00:00,18.60568,13.39683,3.39712,31.43228,9.006,5.227,3.9,274.1,8.8
London Harlington,HRL,2019-05-27 08:00:00,14.33075,9.07229,3.42948,36.47142,8.402,4.542,4,265.2,10.4
London Harlington,HRL,2019-05-27 09:00:00,8.64703,5.07525,2.32946,48.39573,9.458,3.732,5,277.1,13.8
London Harlington,HRL,2019-05-27 10:00:00,7.62687,4.60078,1.97357,55.77982,9.44,4.008,6.4,285.6,15.7
London Harlington,HRL,2019-05-27 11:00:00,6.46098,4.37744,1.35885,60.32003,9.119,3.913,6.6,285.7,16.4
London Harlington,HRL,2019-05-27 12:00:00,10.63876,7.76149,1.87651,58.77337,9.938,4.327,7.1,275.8,16.9
London Harlington,HRL,2019-05-27 13:00:00,8.54987,5.52378,1.97357,62.5153,8.648,3.736,7.6,275.4,17.1
London Harlington,HRL,2019-05-27 14:00:00,8.40413,5.57647,1.84415,62.5153,8.923,3.048,7.7,281.3,15.2
London Harlington,HRL,2019-05-27 15:00:00,11.51318,8.63591,1.87651,62.31573,9.008,3.722,6.6,277.6,14.8
London Harlington,HRL,2019-05-27 16:00:00,9.71576,6.83849,1.87651,62.86455,9.168,4.363,6.4,277.7,14.4
London Harlington,HRL,2019-05-27 17:00:00,10.05581,7.02972,1.97357,62.16606,9.61,3.879,6.1,274.7,14.7
London Harlington,HRL,2019-05-27 18:00:00,10.29871,8.31438,1.29414,62.16606,6.691,3.315,5.8,268.9,13.3
London Harlington,HRL,2019-05-27 19:00:00,11.02739,9.73758,0.84119,59.82111,8.695,4.094,4.8,274.4,11.8
London Harlington,HRL,2019-05-27 20:00:00,13.21343,12.02284,0.77649,57.12691,8.051,3.948,4.4,270.7,11.2
London Harlington,HRL,2019-05-27 21:00:00,11.4646,10.52204,0.61472,55.33078,7.711,4,4.7,278,11.2
London Harlington,HRL,2019-05-27 22:00:00,15.25374,13.07099,1.42356,46.05078,6.458,2.823,3.9,274.4,10.7
London Harlington,HRL,2019-05-27 23:00:00,9.6186,8.47762,0.74413,48.44562,2.436,0.958,3.7,279.5,10.8
London Harlington,HRL,2019-05-28 00:00:00,6.67469,5.2851,0.90627,51.82168,2.382,0.995,3.4,287.8,10.3
London Harlington,HRL,2019-05-28 01:00:00,8.42436,7.4318,0.64733,46.03415,2.737,1.156,3.9,294.3,9.7
London Harlington,HRL,2019-05-28 02:00:00,11.32429,9.88507,0.93863,37.56905,3.277,1.371,4,303.7,9.4
London Harlington,HRL,2019-05-28 03:00:00,16.52471,14.19218,1.52124,32.92905,3.862,1.6,4,308.8,9.2
London Harlington,HRL,2019-05-28 04:00:00,27.55738,23.58712,2.58934,19.75743,4.793,1.868,4.1,315.6,9
London Harlington,HRL,2019-05-28 05:00:00,31.29974,23.45848,5.11394,23.9484,6.817,2.179,3.6,317,8.8
London Harlington,HRL,2019-05-28 06:00:00,29.79308,20.66148,5.95547,27.64045,9.854,2.709,4.1,314.5,9.6
London Harlington,HRL,2019-05-28 07:00:00,25.17588,15.49837,6.31151,30.43443,9.256,2.944,4.6,321.2,10.6
London Harlington,HRL,2019-05-28 08:00:00,18.37159,9.58739,5.72891,35.37378,10.614,3.303,4.5,326.5,11.9
London Harlington,HRL,2019-05-28 09:00:00,19.39223,11.05469,5.43761,38.5669,10.707,4.015,4.7,326.9,13.6
London Harlington,HRL,2019-05-28 10:00:00,19.78105,11.84053,5.17867,42.5583,12.963,3.624,4.8,323,14.3
London Harlington,HRL,2019-05-28 11:00:00,20.80169,11.57084,6.02021,41.21121,10.804,3.432,5.5,331,15.9
London Harlington,HRL,2019-05-28 12:00:00,25.90491,14.54004,7.41197,46.69938,10.483,3.455,5.5,332.8,16.7
London Harlington,HRL,2019-05-28 13:00:00,19.34363,10.46017,5.79364,55.43057,11.231,3.421,4.8,331,16.4
London Harlington,HRL,2019-05-28 14:00:00,21.87094,14.4267,4.85501,50.64089,11.959,4.32,4.8,332.5,16.1
London Harlington,HRL,2019-05-28 15:00:00,22.69718,13.9626,5.69654,51.18971,9.56,3.466,3.9,323.8,14.8
London Harlington,HRL,2019-05-28 16:00:00,26.34233,14.92783,7.44434,49.74282,8.715,2.742,3.6,329.5,15.1
London Harlington,HRL,2019-05-28 17:00:00,24.93287,15.99979,5.82601,55.38068,5.604,2.794,2.8,341.5,14.5
London Harlington,HRL,2019-05-28 18:00:00,23.2318,17.42529,3.7869,51.98799,6.671,2.545,2.3,335.8,13.3
London Harlington,HRL,2019-05-28 19:00:00,44.37371,34.3488,6.53807,41.2611,8.115,4.137,1.9,349.1,11.9
London Harlington,HRL,2019-05-28 20:00:00,65.90443,45.20945,13.49692,21.20431,8.966,3.968,1.3,335.7,11.1
London Harlington,HRL,2019-05-28 21:00:00,109.30609,72.48193,24.01609,3.54237,13.321,8.089,0.3,350.4,9.9
London Harlington,HRL,2019-05-28 22:00:00,79.99904,58.90703,13.75585,10.677,9.453,5.969,1.3,281.7,9.6
London Harlington,HRL,2019-05-28 23:00:00,84.27602,57.22862,17.63985,9.72904,7.865,4.685,2.3,309.4,9.1
London Harlington,HRL,2019-05-29 00:00:00,62.43498,45.55452,11.00915,12.90553,8.52,5.271,1.6,191,9.6
London Harlington,HRL,2019-05-29 01:00:00,50.31106,45.08142,3.41068,6.25319,9.909,6.022,1.5,208.4,8.4
London Harlington,HRL,2019-05-29 02:00:00,47.99325,41.39001,4.30652,9.57936,12.026,6.529,1.8,203.7,7.5
London Harlington,HRL,2019-05-29 03:00:00,42.40133,38.03227,2.84943,15.9656,9.743,6.281,2.4,207.6,6.9
London Harlington,HRL,2019-05-29 04:00:00,56.74581,41.3548,10.03776,11.37549,9.02,6.129,1.9,204.4,5.8
London Harlington,HRL,2019-05-29 05:00:00,38.36542,27.88961,6.83215,21.85292,11.498,7.879,2.3,207.1,6
London Harlington,HRL,2019-05-29 06:00:00,28.25134,21.15162,4.63032,33.02884,11.503,6.656,2.1,219.9,6.1
London Harlington,HRL,2019-05-29 07:00:00,46.29136,30.00668,10.62059,26.89206,12.42,7.388,2.3,218.3,7.1
London Harlington,HRL,2019-05-29 08:00:00,42.40133,27.5068,9.71396,35.42368,14.778,7.387,3.2,239.4,10.2
London Harlington,HRL,2019-05-29 09:00:00,27.37609,17.94289,6.15217,48.29594,17.725,7.467,4.6,243.9,13.5
London Harlington,HRL,2019-05-29 10:00:00,22.70805,15.45938,4.72746,55.43057,16.14,6.829,4.6,234.6,14.3
London Harlington,HRL,2019-05-29 11:00:00,24.75032,17.60094,4.6627,57.77552,10.95,4.593,5.4,235.5,13.4
London Harlington,HRL,2019-05-29 12:00:00,23.38881,17.431,3.88558,60.5695,8.451,4.268,5.5,207.7,12
London Harlington,HRL,2019-05-29 13:00:00,27.66784,21.46179,4.04748,55.28089,4.313,2.676,5.8,184,11.7
London Harlington,HRL,2019-05-29 14:00:00,50.18139,36.42877,8.96922,40.51271,4.244,2.332,6.2,197.2,11.6
London Harlington,HRL,2019-05-29 15:00:00,54.6063,37.87478,10.91201,36.72088,3.78,2.423,6.7,195.3,11.7
London Harlington,HRL,2019-05-29 16:00:00,64.08824,43.73239,13.27574,30.53421,2.839,1.913,6.3,202.7,12.1
London Harlington,HRL,2019-05-29 17:00:00,48.38225,35.42401,8.45114,27.84002,3.805,2.628,4.7,210.3,12.5
London Harlington,HRL,2019-05-29 18:00:00,58.01007,38.05141,13.0167,17.26281,6.627,4.918,4.7,208.8,12.8
London Harlington,HRL,2019-05-29 19:00:00,69.04803,41.89035,17.71178,7.23441,9.193,7.62,5.1,246.7,13
London Harlington,HRL,2019-05-29 20:00:00,55.53018,34.72749,13.56716,8.23226,9.633,7.884,4.9,252.9,13.4
London Harlington,HRL,2019-05-29 21:00:00,73.18119,35.20015,24.77059,5.58796,11.183,8.96,4.8,244.2,13.5
London Harlington,HRL,2019-05-29 22:00:00,28.78622,19.35302,6.15217,11.12603,10.134,7.204,4.5,250.6,13.6
London Harlington,HRL,2019-05-29 23:00:00,12.73985,10.80356,1.26281,16.51442,8.109,5.737,5.3,251,13.5
London Harlington,HRL,2019-05-30 00:00:00,7.91352,6.5228,0.907,20.09005,7.577,5.105,5.3,253.2,14.4
London Harlington,HRL,2019-05-30 01:00:00,4.9946,4.1999,0.51829,23.61578,6.715,4.763,5.2,257.6,14.3
London Harlington,HRL,2019-05-30 02:00:00,8.85406,7.01632,1.19854,20.40603,6.875,4.913,5.2,259.8,14.1
London Harlington,HRL,2019-05-30 03:00:00,6.42162,5.32892,0.71265,24.09808,5.957,4.196,5.2,259.6,13.9
London Harlington,HRL,2019-05-30 04:00:00,8.27027,6.97889,0.84222,23.84862,5.807,3.783,5.3,261,13.6
London Harlington,HRL,2019-05-30 05:00:00,16.44325,12.5691,2.52666,23.10023,5.626,3.531,4.9,252.6,13.6
London Harlington,HRL,2019-05-30 06:00:00,14.30271,9.63386,3.04494,26.5927,5.852,3.333,5.2,251.5,14
London Harlington,HRL,2019-05-30 07:00:00,11.23784,6.41999,3.14212,32.72948,7.766,3.535,5.2,265.2,14.7
London Harlington,HRL,2019-05-30 08:00:00,11.72433,7.45283,2.7858,38.06798,12.126,4.365,5.2,258.2,15.8
London Harlington,HRL,2019-05-30 09:00:00,10.36217,5.69332,3.04494,40.51271,15.863,5.418,5.3,266.1,16.6
London Harlington,HRL,2019-05-30 10:00:00,7.97838,4.60092,2.20272,46.99874,20.933,6.335,6,262.3,17.5
London Harlington,HRL,2019-05-30 11:00:00,8.31892,5.04079,2.13794,48.99444,20.675,7.048,6.5,260.5,18
London Harlington,HRL,2019-05-30 12:00:00,8.85406,5.92361,1.91119,50.24175,13.573,6.499,6.5,259.6,18.3
London Harlington,HRL,2019-05-30 13:00:00,9.0973,5.96818,2.04076,53.48476,14.34,6.201,6.5,265,19.6
London Harlington,HRL,2019-05-30 14:00:00,10.45946,6.83366,2.36469,52.83616,13.33,5.724,6.6,260.7,20.1
London Harlington,HRL,2019-05-30 15:00:00,14.10811,10.43264,2.39708,51.48906,12.89,5.078,6.5,264,20
London Harlington,HRL,2019-05-30 16:00:00,14.98379,11.05997,2.55905,51.18971,12.188,4.925,6.1,266.1,19.5
London Harlington,HRL,2019-05-30 17:00:00,23.4973,16.89138,4.30827,45.60175,10.299,4.989,5.6,269.4,18.7
London Harlington,HRL,2019-05-30 18:00:00,35.70812,28.65518,4.59981,33.97679,12.575,6.833,4.4,260.3,17.4
London Harlington,HRL,2019-05-30 19:00:00,55.99461,41.04437,9.7503,24.597,16.488,9.726,3.7,242.2,15.6
London Harlington,HRL,2019-05-30 20:00:00,58.2811,46.01296,8.00107,17.56216,15.08,9.353,3.8,236.4,14.3
London Harlington,HRL,2019-05-30 21:00:00,11.43244,9.39603,1.32811,43.35658,8.264,4.109,3.8,238.7,13.3
London Harlington,HRL,2019-05-30 22:00:00,14.5946,12.8562,1.13376,37.51916,5.974,3.414,4.8,254.3,13.4
London Harlington,HRL,2019-05-30 23:00:00,10.50811,9.46507,0.68025,39.01594,4.465,2.723,4.5,257.6,13.4
London Harlington,HRL,2019-05-31 00:00:00,11.94085,10.15206,1.16662,33.9269,5.167,3.021,3,241.7,12.1
London Harlington,HRL,2019-05-31 01:00:00,7.33324,6.27321,0.69133,36.98697,4.848,3.17,3.9,243.3,11.5
London Harlington,HRL,2019-05-31 02:00:00,12.60604,11.41351,0.77775,30.18496,5.583,3.531,3.9,250.4,11.7
London Harlington,HRL,2019-05-31 03:00:00,13.57948,12.48632,0.71294,28.53851,4.674,2.866,3.5,242.1,11.4
London Harlington,HRL,2019-05-31 04:00:00,20.97761,18.29442,1.74993,22.00259,3.504,2.129,3.5,235.6,11.2
London Harlington,HRL,2019-05-31 05:00:00,29.05716,22.94544,3.98596,20.15657,3.501,2.119,3.2,239.4,11.4
London Harlington,HRL,2019-05-31 06:00:00,36.21193,24.4357,7.68026,17.01334,5.047,2.868,2.8,232.5,11.7
London Harlington,HRL,2019-05-31 07:00:00,34.26505,18.71247,10.14313,20.95485,5.381,2.975,3,227.2,12.4
London Harlington,HRL,2019-05-31 08:00:00,22.48644,13.29402,5.99514,28.08948,5.022,2.658,3.4,229.9,13.9
London Harlington,HRL,2019-05-31 09:00:00,21.02628,13.37421,4.99055,32.28045,7.144,1.931,3.8,238,15.6
London Harlington,HRL,2019-05-31 10:00:00,19.56612,11.96374,4.95814,30.38453,5.081,1.662,4.5,248,16.4
London Harlington,HRL,2019-05-31 11:00:00,24.48199,16.28335,5.34702,28.13937,5.739,2.457,4.9,241.7,16.7
London Harlington,HRL,2019-05-31 12:00:00,22.3891,14.19045,5.34702,35.02454,4.722,2.381,5,241.5,16.8
London Harlington,HRL,2019-05-31 13:00:00,14.94229,9.42684,3.59709,40.81207,5.025,2.562,4.9,242.1,17
London Harlington,HRL,2019-05-31 14:00:00,18.59269,11.8847,4.37483,39.2654,7.408,2.624,4.8,240.2,16.9
London Harlington,HRL,2019-05-31 15:00:00,27.40231,17.21611,6.64326,35.22411,5.691,2.625,4.6,240,16.7
London Harlington,HRL,2019-05-31 16:00:00,24.57934,15.4366,5.96274,38.66669,5.883,2.812,4.5,236.4,16.9
London Harlington,HRL,2019-05-31 17:00:00,24.77402,15.43254,6.09236,38.06798,4.352,2.448,4.2,231.4,17.2
London Harlington,HRL,2019-05-31 18:00:00,33.34029,23.75036,6.25439,30.93335,4.934,2.417,3.7,211.5,16.1
London Harlington,HRL,2019-05-31 19:00:00,29.44653,24.47766,3.24062,24.39743,3.848,2.15,3.8,203.4,14.4
London Harlington,HRL,2019-05-31 20:00:00,71.93714,46.19837,16.7864,8.13248,4.548,2.531,3.8,213.6,13.1
London Harlington,HRL,2019-05-31 21:00:00,86.92811,52.84161,22.23063,8.83097,6.659,4.058,3.9,221,12.1
London Harlington,HRL,2019-05-31 22:00:00,45.84898,33.92367,7.77748,23.44948,7.616,4.832,4.1,222.1,11.9
London Harlington,HRL,2019-05-31 23:00:00,29.68989,25.96323,2.43046,22.85077,6.779,5.052,3.5,222.2,11.3
London Harlington,HRL,2019-06-01 00:00:00,21.94532,19.55929,1.55613,23.01707,6.917,4.65,2.6,235,10.9
London Harlington,HRL,2019-06-01 01:00:00,17.53029,16.27099,0.82129,25.67801,6.437,4.588,2.5,229.4,9.9
London Harlington,HRL,2019-06-01 02:00:00,18.55289,17.35987,0.77806,22.55141,6.303,4.814,2.6,240.2,9.5
London Harlington,HRL,2019-06-01 03:00:00,17.33551,15.74482,1.03742,20.40603,6.225,4.578,1.8,220.7,9.2
London Harlington,HRL,2019-06-01 04:00:00,36.13187,24.00289,7.91032,8.03269,6.725,4.814,1.9,207.3,8.9
London Harlington,HRL,2019-06-01 05:00:00,46.21178,27.9686,11.89789,13.47098,8.182,6.016,1.5,203.9,8.6
London Harlington,HRL,2019-06-01 06:00:00,46.35787,26.27546,13.09741,22.40173,8.243,5.734,1.3,202.2,8.8
London Harlington,HRL,2019-06-01 07:00:00,69.04985,32.51378,23.8282,17.71184,9.633,6.07,1,212.4,9.6
London Harlington,HRL,2019-06-01 08:00:00,77.57152,40.68749,24.05514,22.10238,7.692,4.74,1.7,217.2,11.7
London Harlington,HRL,2019-06-01 09:00:00,34.18406,18.47604,10.24451,33.17851,6.584,2.499,2.1,206.1,16.4
London Harlington,HRL,2019-06-01 10:00:00,14.02423,8.45683,3.63096,45.55185,4.801,1.542,2.9,201.2,19.4
London Harlington,HRL,2019-06-01 11:00:00,10.95643,6.8803,2.65838,57.67573,5.175,1.566,3.6,200.4,20.9
London Harlington,HRL,2019-06-01 12:00:00,12.17381,8.64448,2.30177,65.05982,6.299,2.437,3.8,195.7,21.6
London Harlington,HRL,2019-06-01 13:00:00,11.39469,8.46186,1.91274,72.24434,7.442,3.158,4.4,192.7,22
London Harlington,HRL,2019-06-01 14:00:00,18.50419,13.5333,3.24193,73.49165,9.481,3.7,4.8,194.7,21.9
London Harlington,HRL,2019-06-01 15:00:00,31.26235,22.6627,5.60854,69.69982,8.482,3.717,4.9,194.4,21.1
London Harlington,HRL,2019-06-01 16:00:00,28.09715,21.43616,4.34419,73.09251,9.086,3.736,4.6,189.1,20.3
London Harlington,HRL,2019-06-01 17:00:00,47.52655,37.1871,6.74322,61.96649,9.457,4.374,3.3,182.3,19.1
London Harlington,HRL,2019-06-01 18:00:00,46.99091,39.58428,4.83048,65.05982,9.697,4.782,2.8,174.4,17.7
London Harlington,HRL,2019-06-01 19:00:00,54.05172,48.23577,3.79306,51.04003,10.47,5.643,3,166,16.3
London Harlington,HRL,2019-06-01 20:00:00,92.91052,74.12054,12.2545,23.69894,12.428,7.309,2.8,161.3,15.3
London Harlington,HRL,2019-06-01 21:00:00,140.72925,93.80401,30.60384,10.32775,12.253,7.626,2.7,165.2,14.6
London Harlington,HRL,2019-06-01 22:00:00,92.66704,67.16636,16.63111,25.89421,12.738,7.984,3.3,170.4,14.7
London Harlington,HRL,2019-06-01 23:00:00,23.17893,22.33388,0.55113,56.5781,12.265,7.538,3.2,177.1,14.4
London Harlington,HRL,2019-06-02 00:00:00,31.50465,29.38287,1.38379,44.10497,13.203,8.312,3,171.5,15.7
London Harlington,HRL,2019-06-02 01:00:00,62.42468,53.93757,5.53514,18.95915,12.493,8.78,3.1,174.8,14.9
London Harlington,HRL,2019-06-02 02:00:00,34.34656,32.50659,1.2,38.81637,11.713,8.366,3.1,187.1,14.5
London Harlington,HRL,2019-06-02 03:00:00,99.43452,65.76791,21.95679,5.28861,11.695,8.061,3.4,200.3,14.3
London Harlington,HRL,2019-06-02 04:00:00,91.88314,58.76356,21.60003,7.43398,12.278,8.414,4,201.5,14.9
London Harlington,HRL,2019-06-02 05:00:00,52.27498,37.25679,9.79461,26.79227,12.055,8.322,4,204.5,14.7
London Harlington,HRL,2019-06-02 06:00:00,44.13899,33.19858,7.13515,36.32174,11.313,7.821,4.1,199.4,14.4
London Harlington,HRL,2019-06-02 07:00:00,26.64904,20.48263,4.02163,54.23315,11.36,6.239,4,203.1,14.6
London Harlington,HRL,2019-06-02 08:00:00,26.11313,19.69808,4.18379,61.91659,9.439,5.313,4.4,219.3,15.6
London Harlington,HRL,2019-06-02 09:00:00,21.63103,16.4592,3.37298,70.548,9.913,4.936,4.7,220.7,18.8
London Harlington,HRL,2019-06-02 10:00:00,20.36435,15.24225,3.34055,69.8495,10.896,4.27,5.8,219.8,20.3
