site,code,date,nox,no2,no,o3,pm10,pm2.5,ws,wd,air_temp
London Harlington,HRL,2018-01-01 00:00:00,2.81082,1.65901,0.75119,74.24004,6.863,4.501,7.5,258.3,5.1
London Harlington,HRL,2018-01-01 01:00:00,NA,NA,NA,71.51258,5.237,3.245,7.5,254.4,4.8
London Harlington,HRL,2018-01-01 02:00:00,6.21623,5.24439,0.63382,75.38757,3.661,1.98,7.3,249.3,4.6
London Harlington,HRL,2018-01-01 03:00:00,6.4865,5.46067,0.66903,72.99273,3.096,1.822,7.9,247.3,4.5
London Harlington,HRL,2018-01-01 04:00:00,6.75677,5.56897,0.77467,72.24434,3.417,2.003,8.2,246.2,4.6
London Harlington,HRL,2018-01-01 05:00:00,12.43246,11.40663,0.66903,65.55875,6.473,3.236,8.2,245.1,4.7
London Harlington,HRL,2018-01-01 06:00:00,25.08114,23.13746,1.26764,53.53465,9.737,5.137,7.8,242.9,4.9
London Harlington,HRL,2018-01-01 07:00:00,56.43257,48.92781,4.89448,29.98539,13.243,6.599,6.8,237.9,4.9
London Harlington,HRL,2018-01-01 08:00:00,63.56772,53.20143,6.76072,23.89851,17.483,7.922,5.6,235.3,4.8
London Harlington,HRL,2018-01-01 09:00:00,117.89217,73.34952,29.04996,12.87227,20.515,8.962,4.7,233.5,5.2
London Harlington,HRL,2018-01-01 10:00:00,74.64883,52.13454,14.68344,24.19786,21.348,9.322,3.2,226.9,5.9
London Harlington,HRL,2018-01-01 11:00:00,98.91916,64.95876,22.1484,16.6142,16.418,8.255,1.6,239.4,5.9
London Harlington,HRL,2018-01-01 12:00:00,60.10825,44.01891,10.4932,32.82927,11.117,6.299,2.6,288.7,6.2
London Harlington,HRL,2018-01-01 13:00:00,18.81086,14.49157,2.81697,54.5824,8.099,4.63,5.2,299.7,7.4
London Harlington,HRL,2018-01-01 14:00:00,18.70275,14.54543,2.71133,57.32648,5.176,2.768,6,292.4,6.8
London Harlington,HRL,2018-01-01 15:00:00,16.64869,13.5712,2.00709,58.47401,4.453,2.639,5.8,271.9,5.8
London Harlington,HRL,2018-01-01 16:00:00,18.59464,16.75894,1.19721,55.43057,4.93,2.953,6.9,270.8,5.3
London Harlington,HRL,2018-01-01 17:00:00,21.40546,19.46178,1.26764,48.94454,6.586,3.904,9.5,282.4,5.3
London Harlington,HRL,2018-01-01 18:00:00,18.59464,17.51482,0.70424,52.03788,6.128,3.835,8.1,278.2,5
London Harlington,HRL,2018-01-01 19:00:00,11.78381,10.32605,0.95073,63.26369,5.309,3.339,8.2,282.4,4.9
London Harlington,HRL,2018-01-01 20:00:00,9.51354,7.46188,1.33806,68.5523,5.113,3.059,9.6,285.5,5.1
London Harlington,HRL,2018-01-01 21:00:00,8.75678,7.13705,1.05636,68.70197,5.421,3.117,9.3,288.1,4.9
London Harlington,HRL,2018-01-01 22:00:00,8.00002,6.48827,0.98594,68.10326,5.912,3.315,8.7,288.1,4.8
London Harlington,HRL,2018-01-01 23:00:00,7.40542,5.89367,0.98594,67.80391,6.016,3.526,7.6,286.4,4.6
London Harlington,HRL,2018-01-02 00:00:00,11.13094,9.25427,1.22394,62.13279,5.935,3.177,6.7,279,4.1
London Harlington,HRL,2018-01-02 01:00:00,NA,NA,NA,57.07702,6.25,3.225,6,276.2,3.6
London Harlington,HRL,2018-01-02 02:00:00,12.19706,10.62715,1.02387,52.5867,8.716,4.712,5.4,275.2,3.2
London Harlington,HRL,2018-01-02 03:00:00,17.88901,16.21083,1.09448,44.80347,11.953,5.87,4.9,269.9,2.8
London Harlington,HRL,2018-01-02 04:00:00,15.55802,14.31292,0.81203,47.29809,13.318,6.482,4.2,260.8,2.4
London Harlington,HRL,2018-01-02 05:00:00,39.62688,36.32465,2.15366,24.34754,14.548,7.144,3.1,241.5,1.9
London Harlington,HRL,2018-01-02 06:00:00,61.03949,53.40648,4.97812,12.97205,17.893,8.25,2.9,204.5,1.4
London Harlington,HRL,2018-01-02 07:00:00,106.792,69.76377,24.14918,4.39054,17.355,8.513,3.2,198.3,2.2
London Harlington,HRL,2018-01-02 08:00:00,116.49543,71.02217,29.65689,3.69205,17.445,8.256,2.9,183.7,2.5
London Harlington,HRL,2018-01-02 09:00:00,124.51838,73.73991,33.11686,6.33635,17.278,8.195,3.8,201.1,4.3
London Harlington,HRL,2018-01-02 10:00:00,156.17652,80.55015,49.32223,6.93506,15.36,8.709,5.6,200.1,5.8
London Harlington,HRL,2018-01-02 11:00:00,179.59487,77.98378,66.26903,6.13678,10.223,7.43,6.6,206.5,7.3
London Harlington,HRL,2018-01-02 12:00:00,122.35002,68.91893,34.84685,15.51657,5.746,4.274,8.6,217.3,8.6
London Harlington,HRL,2018-01-02 13:00:00,64.12941,43.82884,13.23968,32.18066,1.877,1.391,8.4,229.3,9.5
London Harlington,HRL,2018-01-02 14:00:00,67.32775,48.97604,11.96867,28.23916,2.056,1.316,8.1,244.3,10
London Harlington,HRL,2018-01-02 15:00:00,51.87814,42.18801,6.31974,34.12647,8.33,5.263,7,241.5,9.5
London Harlington,HRL,2018-01-02 16:00:00,47.43299,42.83153,3.001,33.07873,18.633,11.787,8.4,243,9.7
London Harlington,HRL,2018-01-02 17:00:00,29.6524,27.75768,1.2357,49.14411,28.88,18.01,7.5,230.3,9.2
London Harlington,HRL,2018-01-02 18:00:00,54.91385,47.38911,4.90751,26.49292,28.533,17.757,8.5,229.9,9.6
London Harlington,HRL,2018-01-02 19:00:00,43.3131,37.84548,3.56589,32.77937,24.883,16.526,12.2,229.9,10.2
London Harlington,HRL,2018-01-02 20:00:00,30.68237,27.27188,2.22427,48.5953,21.393,14.606,13.6,231.2,10.9
London Harlington,HRL,2018-01-02 21:00:00,25.85776,22.17659,2.4008,51.18971,5.962,4.535,14.2,241.8,11.8
London Harlington,HRL,2018-01-02 22:00:00,31.49551,26.5151,3.24814,41.61035,2.133,1.596,13,248.4,11.7
London Harlington,HRL,2018-01-02 23:00:00,13.0644,10.35766,1.76529,65.15961,2.413,1.408,13.5,255.7,11.5
London Harlington,HRL,2018-01-03 00:00:00,3.76924,1.88759,1.22719,75.77008,7.433,4.642,10.7,266.8,10.2
London Harlington,HRL,2018-01-03 01:00:00,NA,NA,NA,76.10269,9.767,5.897,11.2,261.7,9.1
London Harlington,HRL,2018-01-03 02:00:00,7.66534,6.14554,0.99119,80.37682,8.252,4.731,12,263,8.4
London Harlington,HRL,2018-01-03 03:00:00,10.38354,9.24369,0.74339,77.88219,11.842,6.491,11.4,268.5,7.5
London Harlington,HRL,2018-01-03 04:00:00,10.11172,8.59192,0.99119,77.43316,11.938,6.409,10.7,270.1,6.7
London Harlington,HRL,2018-01-03 05:00:00,15.54813,13.91977,1.06199,71.54585,9.611,5.516,11.5,274.1,6.1
London Harlington,HRL,2018-01-03 06:00:00,16.25486,14.35511,1.23899,69.89939,9.47,5.641,11.5,275.7,6
London Harlington,HRL,2018-01-03 07:00:00,20.38653,18.26967,1.38058,65.2095,10.597,6.388,11.8,274.4,5.8
London Harlington,HRL,2018-01-03 08:00:00,20.54963,17.88997,1.73458,63.91229,10.235,6.437,12.7,274,6.1
London Harlington,HRL,2018-01-03 09:00:00,20.54963,17.45575,2.01778,63.01423,10.213,6.043,12.9,278.4,6.8
London Harlington,HRL,2018-01-03 10:00:00,15.22195,11.58528,2.37177,67.00563,14.313,8.529,12.1,279,7.4
London Harlington,HRL,2018-01-03 11:00:00,13.80848,10.66032,2.05318,68.60219,16.715,9.87,11.7,279.3,7.9
London Harlington,HRL,2018-01-03 12:00:00,12.5581,9.40995,2.05318,69.40047,16.948,9.981,11.1,281.9,7.9
London Harlington,HRL,2018-01-03 13:00:00,12.77556,9.51885,2.12397,69.60004,16.78,10.217,10.5,280.9,7.3
London Harlington,HRL,2018-01-03 14:00:00,14.95012,12.07336,1.87618,68.15316,18.085,11.099,10.2,277.2,7.1
London Harlington,HRL,2018-01-03 15:00:00,14.24339,12.12653,1.38058,68.25294,20.13,12.418,7.6,266.9,6.3
London Harlington,HRL,2018-01-03 16:00:00,11.25337,10.05924,0.77879,70.39832,21.563,13.274,5.7,251.5,5.6
London Harlington,HRL,2018-01-03 17:00:00,11.41646,9.84238,1.02659,71.39617,20.79,12.722,4.8,235.4,5.1
London Harlington,HRL,2018-01-03 18:00:00,10.601,8.8098,1.16819,73.44176,19.938,12.337,4.5,237.1,4.7
London Harlington,HRL,2018-01-03 19:00:00,9.94863,8.42883,0.99119,73.09251,23.96,13.998,4.2,231.8,4.5
London Harlington,HRL,2018-01-03 20:00:00,17.01596,15.49616,0.99119,64.01208,26.265,15.153,3.3,224.7,4
London Harlington,HRL,2018-01-03 21:00:00,14.24339,12.66931,1.02659,64.86025,25.535,14.906,3.6,215.4,3.7
London Harlington,HRL,2018-01-03 22:00:00,11.74264,10.11429,1.06199,67.50455,26.388,15.295,3.9,220.8,3.8
London Harlington,HRL,2018-01-03 23:00:00,7.55661,7.39377,0.1062,68.5024,24.345,14.175,4,225.7,3.8
London Harlington,HRL,2018-01-04 00:00:00,6.97844,5.45461,0.99381,73.04262,14.065,8.825,5.2,244,5.5
London Harlington,HRL,2018-01-04 01:00:00,NA,NA,NA,72.90957,10.143,6.174,5.1,240.4,5.8
London Harlington,HRL,2018-01-04 02:00:00,11.55804,10.57844,0.63888,72.84305,7.467,4.671,5.2,240.1,6.3
London Harlington,HRL,2018-01-04 03:00:00,10.84929,9.32547,0.99381,69.69982,7.65,4.538,4.3,246.1,6.6
London Harlington,HRL,2018-01-04 04:00:00,23.71578,22.24638,0.95832,50.64089,7.101,4.765,2.1,217,6.6
London Harlington,HRL,2018-01-04 05:00:00,67.82169,42.13435,16.75284,29.98539,5.831,4.284,2.1,145.2,6.6
London Harlington,HRL,2018-01-04 06:00:00,62.36978,48.7642,8.87333,25.49507,3.426,2.821,3.4,162.1,6.9
London Harlington,HRL,2018-01-04 07:00:00,50.59367,45.47797,3.33637,27.09163,2.703,2.346,4.2,228.7,8.1
London Harlington,HRL,2018-01-04 08:00:00,137.27894,74.91096,40.67534,2.54452,4.352,3.421,8,263.1,10
London Harlington,HRL,2018-01-04 09:00:00,103.80425,58.63372,29.45945,16.86367,4.707,3.198,8.7,252.3,10.4
London Harlington,HRL,2018-01-04 10:00:00,63.02401,45.4456,11.46434,24.84647,6.696,4.266,9.2,250.6,10.9
London Harlington,HRL,2018-01-04 11:00:00,41.43447,29.78809,7.59557,44.95314,15.348,10.422,9.6,257.9,11.1
London Harlington,HRL,2018-01-04 12:00:00,19.02715,14.45567,2.98144,60.12046,17.28,11.672,9.7,259,10.7
London Harlington,HRL,2018-01-04 13:00:00,12.3213,9.81788,1.63269,69.64993,13.52,8.347,10,263.7,10.2
London Harlington,HRL,2018-01-04 14:00:00,8.61401,6.70923,1.24227,76.58499,8.728,4.865,9.4,263.7,9.3
London Harlington,HRL,2018-01-04 15:00:00,15.70148,13.25248,1.5972,68.65208,6.712,3.444,8.9,263.8,8.3
London Harlington,HRL,2018-01-04 16:00:00,17.60965,16.08583,0.99381,64.511,4.305,2.311,9.1,265.2,7.6
London Harlington,HRL,2018-01-04 17:00:00,23.38867,21.59273,1.17128,59.57165,4.62,2.517,9.3,265.3,7
London Harlington,HRL,2018-01-04 18:00:00,21.69858,20.44687,0.81635,59.57165,6.058,3.133,9.4,264.3,6.7
London Harlington,HRL,2018-01-04 19:00:00,20.66272,19.30216,0.88733,62.31573,6.997,3.965,7.3,262.5,6.3
London Harlington,HRL,2018-01-04 20:00:00,20.6082,18.75784,1.20677,61.41767,7.966,4.125,3.5,254.1,5.5
London Harlington,HRL,2018-01-04 21:00:00,50.9753,47.43785,2.30707,30.5841,9.036,4.676,2.3,197.6,4.3
London Harlington,HRL,2018-01-04 22:00:00,32.0572,29.17281,1.88115,51.33938,5.916,3.624,3.6,196.5,4.1
London Harlington,HRL,2018-01-04 23:00:00,46.55926,43.18508,2.20059,37.71873,5.711,3.468,3.5,193.4,4.6
London Harlington,HRL,2018-01-05 00:00:00,21.35931,20.19523,0.75919,55.81308,4.978,3.513,4.3,238.2,5.3
London Harlington,HRL,2018-01-05 01:00:00,NA,NA,NA,58.7401,5.18,3.367,5.3,243.1,5.1
London Harlington,HRL,2018-01-05 02:00:00,15.41807,14.21761,0.78292,56.12906,5.488,3.857,5.6,243.1,5.2
London Harlington,HRL,2018-01-05 03:00:00,11.53621,10.22663,0.85409,63.8624,6.096,3.354,5.5,240.2,5.1
London Harlington,HRL,2018-01-05 04:00:00,12.46567,10.77412,1.1032,65.30928,7.334,3.753,4.9,231.5,4.8
London Harlington,HRL,2018-01-05 05:00:00,32.42168,30.4573,1.28113,47.69723,9.742,4.728,5.3,230.2,4.9
London Harlington,HRL,2018-01-05 06:00:00,45.37941,41.45066,2.56227,37.12002,12.978,6.149,5.4,227,4.8
London Harlington,HRL,2018-01-05 07:00:00,81.24555,66.02162,9.92879,17.41248,16.053,8.03,5.3,225.5,4.6
London Harlington,HRL,2018-01-05 08:00:00,88.2985,66.85403,13.98572,17.36259,14.458,7.721,6.8,230.1,5
London Harlington,HRL,2018-01-05 09:00:00,68.17847,54.20955,9.11029,35.17421,5.661,3.198,8.4,234.1,6.1
London Harlington,HRL,2018-01-05 10:00:00,72.49771,51.65348,13.59426,37.07013,7.725,4.127,10.7,240.1,6.8
London Harlington,HRL,2018-01-05 11:00:00,44.83267,33.26467,7.54446,54.83186,7.088,4.016,10.1,258.2,6.9
London Harlington,HRL,2018-01-05 12:00:00,32.53102,24.78264,5.05336,61.46756,3.834,2.162,8.2,275.6,6.3
London Harlington,HRL,2018-01-05 13:00:00,25.47808,18.87559,4.30603,61.96649,2.956,1.537,5.3,277.6,6.3
London Harlington,HRL,2018-01-05 14:00:00,30.56276,23.68744,4.48397,59.02283,3.449,1.946,3.3,278.9,5.9
London Harlington,HRL,2018-01-05 15:00:00,24.32993,20.94683,2.2064,59.52175,3.567,1.86,2.2,253.6,4.5
London Harlington,HRL,2018-01-05 16:00:00,22.63503,21.27088,0.88968,56.5781,5.056,2.573,2.7,230.8,3.7
London Harlington,HRL,2018-01-05 17:00:00,41.11484,39.04133,1.35231,37.86841,7.378,3.917,2.1,233.7,2.8
London Harlington,HRL,2018-01-05 18:00:00,80.86283,65.9663,9.71527,10.97635,8.938,4.685,1.6,217.5,2.3
London Harlington,HRL,2018-01-05 19:00:00,86.11154,69.63259,10.74729,4.09119,10.468,6,0.9,195.4,1.8
London Harlington,HRL,2018-01-05 20:00:00,243.29926,86.96749,101.95693,0.74839,14.738,8.12,0.4,92,1.5
London Harlington,HRL,2018-01-05 21:00:00,285.99965,85.2511,130.9248,1.14753,16.933,12.014,1,101.6,1.7
London Harlington,HRL,2018-01-05 22:00:00,305.79164,85.50843,143.66496,1.19742,17.418,12.04,1.5,82.3,1.6
London Harlington,HRL,2018-01-05 23:00:00,427.98801,95.35327,216.93872,1.19742,20.255,14.031,1.3,111.3,1.4
London Harlington,HRL,2018-01-06 00:00:00,414.50682,89.01993,212.27702,0.99785,23.308,16.37,2.1,44.9,2.4
London Harlington,HRL,2018-01-06 01:00:00,NA,NA,NA,0.73176,21.68,16.568,2.4,39.8,2.5
London Harlington,HRL,2018-01-06 02:00:00,245.3047,72.74996,112.53727,0.74839,18.19,14.222,2.9,32.6,2.2
London Harlington,HRL,2018-01-06 03:00:00,145.62568,57.98056,57.16065,0.6985,14.86,10.934,3,33.5,1.9
London Harlington,HRL,2018-01-06 04:00:00,105.81986,53.46258,34.14653,0.44903,14.795,11.835,2.3,40.5,1.6
London Harlington,HRL,2018-01-06 05:00:00,100.61111,55.25668,29.57939,0.59871,16.015,13.578,2.2,49.2,1.4
London Harlington,HRL,2018-01-06 06:00:00,106.42298,54.50337,33.86109,0.6486,18.333,15.769,2.1,41.3,1.1
London Harlington,HRL,2018-01-06 07:00:00,75.66394,43.82283,20.76623,1.24731,24.918,20.467,2,41.9,0.8
London Harlington,HRL,2018-01-06 08:00:00,82.0241,47.33808,22.62163,2.44473,20.86,18.335,2.3,39.1,0.7
London Harlington,HRL,2018-01-06 09:00:00,77.36364,42.5682,22.69299,6.28646,19.205,17.101,2.9,43.2,1.1
London Harlington,HRL,2018-01-06 10:00:00,75.06083,40.59364,22.47891,12.97205,18.343,15.21,3.4,42.5,2
London Harlington,HRL,2018-01-06 11:00:00,53.78719,31.73914,14.37937,23.00044,15.908,13.05,3.4,40.7,2.9
London Harlington,HRL,2018-01-06 12:00:00,56.30933,34.4254,14.27232,24.69679,15.778,12.571,3.8,43.8,3.5
London Harlington,HRL,2018-01-06 13:00:00,43.3697,26.57378,10.95401,33.32819,15.41,11.719,5,45.4,4
London Harlington,HRL,2018-01-06 14:00:00,37.00954,26.39583,6.92208,36.17206,12,9.206,5.7,39.5,3.3
London Harlington,HRL,2018-01-06 15:00:00,36.07745,26.44852,6.27982,28.6383,8.144,5.99,5.2,45.7,3.4
London Harlington,HRL,2018-01-06 16:00:00,30.97835,22.60775,5.45916,25.79442,6.002,3.873,6,48.2,3.9
London Harlington,HRL,2018-01-06 17:00:00,27.8531,20.85025,4.56714,23.79872,7.46,4.507,5.6,51.4,4.2
London Harlington,HRL,2018-01-06 18:00:00,30.32041,23.26284,4.60282,29.38668,8.425,4.613,6.4,50.2,4.7
London Harlington,HRL,2018-01-06 19:00:00,23.6861,18.6528,3.28263,34.52561,9.048,5.081,6.7,48,4
London Harlington,HRL,2018-01-06 20:00:00,26.26306,16.74356,6.20846,37.41938,8.983,5.276,6.2,48.3,3.6
London Harlington,HRL,2018-01-06 21:00:00,17.87424,13.98984,2.53334,47.84691,12.078,6.054,5.9,46.1,3.1
London Harlington,HRL,2018-01-06 22:00:00,17.38078,13.27754,2.67606,51.83831,12.928,6.533,6.8,44.9,2.8
London Harlington,HRL,2018-01-06 23:00:00,14.52967,11.68476,1.8554,52.63659,12.52,6.371,6.6,45.9,2.5
London Harlington,HRL,2018-01-07 00:00:00,12.53633,9.61081,1.90798,50.95687,12.388,5.92,5.7,42.1,1.8
London Harlington,HRL,2018-01-07 01:00:00,NA,NA,NA,52.81953,11.213,5.377,5.8,42,1.3
London Harlington,HRL,2018-01-07 02:00:00,9.34726,7.6468,1.10901,56.17896,11.35,5.153,5.9,43.7,1.2
London Harlington,HRL,2018-01-07 03:00:00,6.04823,5.06087,0.64394,55.48046,9.583,4.55,5.9,44.3,1.2
London Harlington,HRL,2018-01-07 04:00:00,5.27845,4.01682,0.82282,55.53035,7.986,3.817,5.9,47.2,1.2
London Harlington,HRL,2018-01-07 05:00:00,6.70803,5.17214,1.00169,53.53465,7.666,3.412,6.2,45.5,1.3
London Harlington,HRL,2018-01-07 06:00:00,9.5672,6.60511,1.93183,47.54755,6.021,3.038,6.4,50.7,1.5
London Harlington,HRL,2018-01-07 07:00:00,12.53633,9.62909,1.89605,38.86626,5.573,2.767,6,51,1.6
London Harlington,HRL,2018-01-07 08:00:00,20.12411,13.48683,4.32872,29.68604,6.14,3.504,6.1,51.6,1.9
London Harlington,HRL,2018-01-07 09:00:00,21.05883,14.86038,4.04252,32.72948,7.53,4.006,6.9,58.6,3.1
London Harlington,HRL,2018-01-07 10:00:00,25.01767,14.5955,6.79717,39.16561,9.132,4.391,7.6,63.2,4.2
London Harlington,HRL,2018-01-07 11:00:00,20.17909,11.7865,5.47351,44.15486,12.24,4.964,8.4,63,4.6
London Harlington,HRL,2018-01-07 12:00:00,25.23761,11.74364,8.80054,45.85121,12.35,5.507,8.2,64.9,4.9
London Harlington,HRL,2018-01-07 13:00:00,25.40256,15.09009,6.72562,49.49336,11.938,5.012,8.1,64.7,4.6
London Harlington,HRL,2018-01-07 14:00:00,19.7942,12.88266,4.50759,51.13981,10.78,4.953,7.4,63.3,3.9
London Harlington,HRL,2018-01-07 15:00:00,24.5778,17.28228,4.75802,49.94239,10.648,4.901,6.8,58.3,2.8
London Harlington,HRL,2018-01-07 16:00:00,28.70159,22.28373,4.18562,47.54755,11.285,5.093,6.9,59.9,2.2
London Harlington,HRL,2018-01-07 17:00:00,30.4061,24.75618,3.68478,48.14626,11.815,5.217,6.9,61.3,1.8
London Harlington,HRL,2018-01-07 18:00:00,29.80127,23.71253,3.97098,49.99229,11.31,5.375,6.8,63.2,1.6
London Harlington,HRL,2018-01-07 19:00:00,30.18616,24.26198,3.86365,49.39358,12.113,5.619,6.2,65.4,1.5
London Harlington,HRL,2018-01-07 20:00:00,32.38552,23.99292,5.47351,47.04863,13.345,5.865,5.5,67,1.4
London Harlington,HRL,2018-01-07 21:00:00,29.63632,26.18055,2.2538,44.45422,12.038,5.741,5,66.5,1.2
London Harlington,HRL,2018-01-07 22:00:00,27.43696,24.47487,1.93183,41.41078,12.083,5.975,5,66.2,1.2
London Harlington,HRL,2018-01-07 23:00:00,16.60514,14.24643,1.53831,46.5996,12.828,6.219,5.3,69.1,1.3
London Harlington,HRL,2018-01-08 00:00:00,14.11555,11.84232,1.48256,46.96547,13.145,6.28,4.8,70.7,1.8
London Harlington,HRL,2018-01-08 01:00:00,NA,NA,NA,39.71443,14.655,6.686,4.5,69.6,1.5
London Harlington,HRL,2018-01-08 02:00:00,19.79485,17.64995,1.39886,38.96604,14.41,6.789,4,73.8,1.4
London Harlington,HRL,2018-01-08 03:00:00,18.0304,16.0505,1.29126,38.16776,13.558,6.721,5.8,87.9,2.7
London Harlington,HRL,2018-01-08 04:00:00,15.49402,13.18413,1.50647,41.80992,12.393,7.618,6.1,92.7,3
London Harlington,HRL,2018-01-08 05:00:00,14.83235,12.19248,1.72168,41.61035,11.688,7.586,6,96.3,3.1
London Harlington,HRL,2018-01-08 06:00:00,32.75248,22.85296,6.45629,31.68174,13.868,8.715,5.2,97.1,3.3
London Harlington,HRL,2018-01-08 07:00:00,52.98843,31.2095,14.20385,19.50797,14.608,10.083,5.2,98.8,3.4
London Harlington,HRL,2018-01-08 08:00:00,84.08674,48.55849,23.17092,6.38624,23.018,13.559,4.8,100.2,3.4
London Harlington,HRL,2018-01-08 09:00:00,65.33954,43.7256,14.09624,9.52947,18.83,13.104,4.5,107.5,3.5
London Harlington,HRL,2018-01-08 10:00:00,65.17412,39.71037,16.60702,9.57936,19.828,12.918,4.6,105.1,3.7
London Harlington,HRL,2018-01-08 11:00:00,61.81065,38.98677,14.88535,10.32775,20.363,12.868,4.6,103.2,3.8
London Harlington,HRL,2018-01-08 12:00:00,65.89093,38.66726,17.75481,10.97635,19.815,13.729,4.8,97.2,4.1
London Harlington,HRL,2018-01-08 13:00:00,58.39204,35.62316,14.84948,11.77463,20.155,14.186,4.9,96.1,4.2
London Harlington,HRL,2018-01-08 14:00:00,75.04397,41.11064,22.13074,9.47958,21.323,14.568,4.3,94.1,4.3
London Harlington,HRL,2018-01-08 15:00:00,78.3523,45.24393,21.59272,7.58366,22.053,14.863,3.3,96.7,4.3
London Harlington,HRL,2018-01-08 16:00:00,74.27203,43.96852,19.76343,7.28431,20.098,14.861,3.1,93.6,4.3
London Harlington,HRL,2018-01-08 17:00:00,74.16175,38.52351,23.24266,6.43613,19.598,14.408,3.5,100,4.3
London Harlington,HRL,2018-01-08 18:00:00,65.78065,40.2069,16.67876,6.08689,20.565,15.634,3.6,106.8,4.4
London Harlington,HRL,2018-01-08 19:00:00,70.41231,39.00885,20.4808,5.23871,19.768,15.552,4.5,111.8,4.3
London Harlington,HRL,2018-01-08 20:00:00,60.21162,39.64264,13.41475,5.13893,20.088,16.446,4.8,114.4,4.3
London Harlington,HRL,2018-01-08 21:00:00,44.05594,34.37642,6.31282,6.58581,22.173,18.255,4.9,116.7,4.2
London Harlington,HRL,2018-01-08 22:00:00,44.88302,35.2035,6.31282,4.24086,25.078,20.413,4.2,109.4,4.5
London Harlington,HRL,2018-01-08 23:00:00,37.99067,31.50099,4.23246,6.6856,26.318,21.844,3.4,93.4,4.2
London Harlington,HRL,2018-01-09 00:00:00,37.67351,32.08588,3.64415,6.25319,26.478,21.719,2.3,63,2.7
London Harlington,HRL,2018-01-09 01:00:00,NA,NA,NA,6.45276,25.883,22.028,2.6,88.4,2.1
London Harlington,HRL,2018-01-09 02:00:00,34.50333,31.85656,1.72618,8.48173,26.113,21.597,3.3,99.8,2.3
London Harlington,HRL,2018-01-09 03:00:00,29.91395,26.99147,1.90599,9.77893,24.578,21.024,2.9,113.3,2.6
London Harlington,HRL,2018-01-09 04:00:00,32.1257,27.05272,3.30851,7.88302,24.6,21.377,3.6,120.4,2.8
London Harlington,HRL,2018-01-09 05:00:00,72.76664,34.38848,25.02959,2.04559,26.418,21.859,2.4,135.9,2.6
London Harlington,HRL,2018-01-09 06:00:00,94.88416,37.86833,37.18476,0.89807,29.573,23.234,2.5,127.8,2.4
London Harlington,HRL,2018-01-09 07:00:00,71.21842,37.63752,21.90089,1.09764,29.128,23.722,3,121.4,2.3
London Harlington,HRL,2018-01-09 08:00:00,67.7902,36.41495,20.46241,1.09764,29.265,23.767,3.5,128.5,2.3
London Harlington,HRL,2018-01-09 09:00:00,111.02995,40.78027,45.81565,1.74624,29.82,24.585,3.1,116.6,2.7
London Harlington,HRL,2018-01-09 10:00:00,124.57693,41.92052,53.90711,1.64645,29.185,23.778,2.5,102.5,3
London Harlington,HRL,2018-01-09 11:00:00,126.18045,38.2305,57.35947,1.74624,30.805,25.17,2.4,127,3.8
London Harlington,HRL,2018-01-09 12:00:00,95.93475,35.9413,39.12671,2.09549,32.173,24.665,2.8,148.4,4.5
London Harlington,HRL,2018-01-09 13:00:00,83.54893,34.1977,32.18603,2.44473,32.648,25.12,3.1,169.1,4.9
London Harlington,HRL,2018-01-09 14:00:00,99.47355,35.01367,42.03963,1.59656,34.883,27.177,3.2,178.2,5.1
London Harlington,HRL,2018-01-09 15:00:00,137.23921,44.16114,60.70394,1.29721,38.123,28.005,3.9,182.2,5.5
London Harlington,HRL,2018-01-09 16:00:00,116.11698,40.07749,49.59166,0.99785,38.525,29.309,4.5,187.9,6
London Harlington,HRL,2018-01-09 17:00:00,91.0136,41.77265,32.11411,0.89807,32.668,26.061,3.3,189.6,6.3
London Harlington,HRL,2018-01-09 18:00:00,103.17823,48.3129,35.78224,0.6985,31.243,24.722,3.4,179.5,6.5
London Harlington,HRL,2018-01-09 19:00:00,78.29602,48.63014,19.34758,0.99785,29.438,22.248,4.2,180.7,6.9
London Harlington,HRL,2018-01-09 20:00:00,57.89261,44.7139,8.59493,4.14108,26.493,20.512,4.6,185.5,7.3
London Harlington,HRL,2018-01-09 21:00:00,41.80211,36.50857,3.45236,13.07184,21.958,15.899,5.1,179.7,8
London Harlington,HRL,2018-01-09 22:00:00,34.66921,30.7542,2.55331,14.36904,21.478,15.811,5.3,190.4,8.4
London Harlington,HRL,2018-01-09 23:00:00,25.71162,22.12745,2.33753,15.91571,26.695,18.908,5.3,192.9,8.6
London Harlington,HRL,2018-01-10 00:00:00,21.36625,18.41773,1.92298,16.36474,18.683,14.097,3.9,146.2,7.5
London Harlington,HRL,2018-01-10 01:00:00,NA,NA,NA,19.49134,19.368,13.109,4,157.6,7.8
London Harlington,HRL,2018-01-10 02:00:00,18.02085,16.03059,1.29801,19.65765,14.395,10.691,3.5,168,7.9
London Harlington,HRL,2018-01-10 03:00:00,22.51219,18.36584,2.70419,17.56216,12.31,9.405,3.7,198.3,8.1
London Harlington,HRL,2018-01-10 04:00:00,32.88111,24.14612,5.69682,26.79227,10.805,7.445,5.4,258.9,7.9
London Harlington,HRL,2018-01-10 05:00:00,17.6327,15.80831,1.18984,48.44562,5.467,3.985,5.3,277.5,6.8
London Harlington,HRL,2018-01-10 06:00:00,32.71476,30.72451,1.29801,45.2525,2.606,1.686,4.9,276,6.2
London Harlington,HRL,2018-01-10 07:00:00,36.09714,33.55404,1.65857,40.01379,7.092,4.823,4.5,270.9,6
