site,code,date,co,nox,no2,no,o3,so2,pm10,pm2.5,ws,wd,air_temp
London N. Kensington,KC1,2019-11-13 03:00:00,0.098439,31.98607,29.58837,1.56374,18.21076,0.81431,5.8,3.255,NA,NA,NA
London N. Kensington,KC1,2019-11-13 04:00:00,0.101334,33.92915,30.3326,2.34561,19.45808,0.43847,5.075,2.877,NA,NA,NA
London N. Kensington,KC1,2019-11-13 05:00:00,0.115811,45.13922,40.29387,3.16006,12.12388,0.43847,8.85,3.585,NA,NA,NA
London N. Kensington,KC1,2019-11-13 06:00:00,0.156344,69.85119,52.81754,11.10906,3.54237,0.81431,6.9,3.679,NA,NA,NA
London N. Kensington,KC1,2019-11-13 07:00:00,0.191087,85.89405,54.42425,20.52407,3.09334,1.00222,8.05,4.316,NA,NA,NA
London N. Kensington,KC1,2019-11-13 08:00:00,0.272155,111.6523,54.25738,37.43199,4.98925,1.62861,10.4,5.354,NA,NA,NA
London N. Kensington,KC1,2019-11-13 09:00:00,0.22583,98.1504,48.24828,32.54531,11.92431,1.56597,11.625,6.014,NA,NA,NA
London N. Kensington,KC1,2019-11-13 10:00:00,0.130287,55.30302,34.12334,13.81302,26.29335,0.93958,11.2,5.684,NA,NA,NA
London N. Kensington,KC1,2019-11-13 11:00:00,0.133182,53.55923,34.02797,12.73795,29.33679,1.81653,11.625,5.92,NA,NA,NA
London N. Kensington,KC1,2019-11-13 12:00:00,0.124496,48.82609,31.84238,11.07648,33.82712,1.9418,10.85,5.731,NA,NA,NA
London N. Kensington,KC1,2019-11-13 13:00:00,0.092648,31.78678,25.34296,4.20255,42.35873,0.62639,10.2,4.811,NA,NA,NA
London N. Kensington,KC1,2019-11-13 14:00:00,0.130287,33.33128,28.28612,3.29037,38.26755,0.25056,10.8,5.142,NA,NA,NA
London N. Kensington,KC1,2019-11-13 15:00:00,0.127391,37.26726,32.12219,3.35552,37.16991,0.62639,10.15,5.024,NA,NA,NA
London N. Kensington,KC1,2019-11-13 16:00:00,0.16503,57.44538,48.95353,5.53824,19.85722,0.87694,14.45,6.274,NA,NA,NA
London N. Kensington,KC1,2019-11-13 17:00:00,0.257678,98.94756,69.07622,19.48158,4.59011,1.62861,15.35,7.759,NA,NA,NA
London N. Kensington,KC1,2019-11-13 18:00:00,0.277946,82.65559,62.52491,13.12889,8.23226,1.19014,14.95,9.976,NA,NA,NA
London N. Kensington,KC1,2019-11-13 19:00:00,0.217145,64.71947,54.72906,6.51558,17.26281,1.06486,14.175,9.528,NA,NA,NA
London N. Kensington,KC1,2019-11-13 20:00:00,0.156344,44.93993,40.29438,3.02974,34.47572,1.06486,8.35,6.25,NA,NA,NA
London N. Kensington,KC1,2019-11-13 21:00:00,0.144764,41.75129,37.60526,2.70396,34.27615,0.68903,8.25,5.731,NA,NA,NA
London N. Kensington,KC1,2019-11-13 22:00:00,0.138973,39.65874,36.31195,2.18272,32.67959,0.31319,9.25,5.896,NA,NA,NA
London N. Kensington,KC1,2019-11-13 23:00:00,0.115811,32.33483,29.98708,1.53116,37.21981,0.87694,9,5.448,NA,NA,NA
London N. Kensington,KC1,2019-11-14 00:00:00,0.1315,27.18523,25.1193,1.34737,42.37536,0.5853,7.925,5,4.2,129.9,7
London N. Kensington,KC1,2019-11-14 01:00:00,0.100559,11.49889,10.4326,0.69541,61.06842,0.5853,2.5,1.604,5,132,6.7
London N. Kensington,KC1,2019-11-14 02:00:00,0.107328,14.90535,13.45586,0.94533,57.8753,0.50169,1.65,1.014,4.7,126.8,6.5
London N. Kensington,KC1,2019-11-14 03:00:00,0.107328,15.60326,14.80354,0.52156,55.13121,0.81524,2.325,1.297,2.8,139.8,6.5
London N. Kensington,KC1,2019-11-14 04:00:00,0.104426,19.1925,18.44277,0.48896,53.53465,1.06609,1.225,0.755,1.6,122.3,6.4
London N. Kensington,KC1,2019-11-14 05:00:00,0.101526,16.00206,15.40228,0.39117,60.5196,0.75253,0.95,0.519,1.4,175.9,6.3
London N. Kensington,KC1,2019-11-14 06:00:00,0.104426,22.9313,22.08161,0.55416,59.77122,0.62711,1.3,0.731,1.9,216.5,6.1
London N. Kensington,KC1,2019-11-14 07:00:00,0.133434,38.93337,36.13436,1.82546,42.40863,0.62711,2.5,1.509,1.6,203.7,6
London N. Kensington,KC1,2019-11-14 08:00:00,0.214654,62.91153,52.11538,7.04107,29.23701,0.68982,3.525,1.792,1.7,188.9,5.6
London N. Kensington,KC1,2019-11-14 09:00:00,0.194349,63.45989,50.36456,8.54055,35.02454,0.5644,6.45,3.396,1.8,187.7,4.9
London N. Kensington,KC1,2019-11-14 10:00:00,0.205953,56.7799,44.63424,7.9212,44.15486,0.68982,8.1,4.08,1.3,187.6,5
London N. Kensington,KC1,2019-11-14 11:00:00,0.139236,41.3262,32.67928,5.63937,53.78412,0.62711,6.95,3.184,1.2,155,5.3
London N. Kensington,KC1,2019-11-14 12:00:00,0.124731,34.49666,27.24924,4.72664,55.38068,0.87796,6.425,2.689,1.6,165.8,5.1
London N. Kensington,KC1,2019-11-14 13:00:00,0.084122,23.37996,19.68128,2.41222,63.26369,0.75253,5.85,2.547,1,192.2,4.7
London N. Kensington,KC1,2019-11-14 14:00:00,0.107328,29.61129,24.91297,3.06417,55.38068,0.81524,5.25,2.5,0.3,310.8,3.8
London N. Kensington,KC1,2019-11-14 15:00:00,0.159541,56.28139,44.63555,7.59522,37.07013,0.94067,10.05,3.396,1.6,350.8,3
London N. Kensington,KC1,2019-11-14 16:00:00,0.232059,81.40613,63.36257,11.7677,17.76173,1.06609,9.575,3.561,1.8,41.1,2.4
London N. Kensington,KC1,2019-11-14 17:00:00,0.23496,87.23865,67.29577,13.00641,14.6185,0.87796,10.325,4.316,1.9,95,3.8
London N. Kensington,KC1,2019-11-14 18:00:00,0.278471,89.33238,72.23848,11.14835,8.6813,0.75253,9.7,5.778,1.4,71,3.1
London N. Kensington,KC1,2019-11-14 19:00:00,0.356791,109.17294,78.83377,19.78669,3.14323,0.81524,11.4,7.925,1.6,65.1,3.5
London N. Kensington,KC1,2019-11-14 20:00:00,0.319082,95.96252,72.32095,15.41863,4.14108,0.81524,13.15,9.41,1.6,39,3.6
London N. Kensington,KC1,2019-11-14 21:00:00,0.281372,76.37121,64.77535,7.56262,7.43398,0.50169,12.525,9.434,2.1,30.3,3.5
London N. Kensington,KC1,2019-11-14 22:00:00,0.27557,79.66135,63.36717,10.62679,6.88517,0.5644,11.775,8.656,2.2,37.5,3.6
London N. Kensington,KC1,2019-11-14 23:00:00,0.232059,62.51273,49.21747,8.67094,13.62065,0.5644,12.95,9.458,2.1,42.2,4.6
London N. Kensington,KC1,2019-11-15 00:00:00,0.127873,37.44234,33.90814,2.30495,25.41191,0.08371,10.675,8.302,2.8,19.2,3.7
London N. Kensington,KC1,2019-11-15 01:00:00,0.085249,24.93939,23.07227,1.21771,30.33464,0.25113,10.3,8.302,3.2,21,3.2
London N. Kensington,KC1,2019-11-15 02:00:00,0.104623,39.2546,30.55247,5.67539,19.10883,0.31392,10.9,9.057,3.3,16.8,2.9
London N. Kensington,KC1,2019-11-15 03:00:00,0.10753,29.628,27.12738,1.63086,21.45378,0.50227,12.9,11.109,3.5,17.2,3
London N. Kensington,KC1,2019-11-15 04:00:00,0.095904,26.68515,24.08451,1.69609,26.14367,0.31392,13.55,11.486,3.5,16.6,2.9
London N. Kensington,KC1,2019-11-15 05:00:00,0.104623,42.49672,33.69457,5.74062,19.3084,0.69062,13.425,11.392,3.7,20.7,3.2
London N. Kensington,KC1,2019-11-15 06:00:00,0.087186,39.20472,31.70288,4.89257,25.24561,0.69062,12.375,9.67,4.5,15.9,3.8
London N. Kensington,KC1,2019-11-15 07:00:00,0.10753,46.53691,37.08459,6.16464,18.51012,0.62783,10.575,8.538,4.8,19.1,4.1
London N. Kensington,KC1,2019-11-15 08:00:00,0.142404,52.02357,39.12041,8.41523,16.26496,0.69062,10.825,8.632,4.8,19.7,5
London N. Kensington,KC1,2019-11-15 09:00:00,0.159841,54.11848,38.7147,10.04608,13.37119,0.7534,16.25,11.321,4.5,26.5,5.8
London N. Kensington,KC1,2019-11-15 10:00:00,0.142404,47.63424,30.48003,11.18768,18.6099,0.56505,17.825,11.863,4.7,30.9,6.3
London N. Kensington,KC1,2019-11-15 11:00:00,0.113342,31.67303,21.67057,6.52343,29.98539,0.31392,16.3,10.896,5.5,33.1,6.8
London N. Kensington,KC1,2019-11-15 12:00:00,0.104623,26.48564,19.58394,4.50117,38.01809,0.81618,15.65,9.481,5.8,32.9,7.2
London N. Kensington,KC1,2019-11-15 13:00:00,0.090093,26.13648,19.88495,4.07714,43.10712,0.87897,14.9,8.113,6.2,24.7,7.3
London N. Kensington,KC1,2019-11-15 14:00:00,0.090093,31.12436,22.7223,5.47968,44.10497,0.50227,11.45,6.863,6.3,25.9,7.1
London N. Kensington,KC1,2019-11-15 15:00:00,0.119155,28.73018,22.87874,3.81621,44.70368,0.69062,12.575,7.005,6.5,21.9,7
London N. Kensington,KC1,2019-11-15 16:00:00,0.098811,29.42848,23.62706,3.78359,43.10712,0.69062,11.825,7.005,6.8,23.6,7
London N. Kensington,KC1,2019-11-15 17:00:00,0.104623,31.12436,26.27317,3.16386,40.46282,0.43948,10.625,6.887,6.8,25.1,7.2
London N. Kensington,KC1,2019-11-15 18:00:00,0.110436,34.36648,25.96442,5.47968,39.86411,0.7534,8.325,6.203,6.6,27.4,7.3
London N. Kensington,KC1,2019-11-15 19:00:00,0.110436,24.4406,20.98976,2.25058,42.45852,0.56505,7.775,5.991,5.7,39.2,7.4
London N. Kensington,KC1,2019-11-15 20:00:00,0.127873,22.24594,19.6453,1.69609,38.31744,0.69062,10.575,8.962,4.1,53.8,6.9
London N. Kensington,KC1,2019-11-15 21:00:00,0.139498,26.28612,22.23513,2.64199,34.22626,0.56505,16.75,13.632,3.8,47.7,5.7
London N. Kensington,KC1,2019-11-15 22:00:00,0.136592,22.54521,19.89456,1.72871,31.9312,0.31392,19.375,15.731,3.5,45.5,4.9
London N. Kensington,KC1,2019-11-15 23:00:00,0.133685,22.0963,20.0458,1.3373,28.53851,0.43948,21.875,17.995,3.1,38.5,4.2
London N. Kensington,KC1,2019-11-16 00:00:00,0.100938,20.9609,18.95921,1.30547,26.67586,0.83807,22.65,18.561,3.1,60.3,5.4
London N. Kensington,KC1,2019-11-16 01:00:00,0.093173,22.69101,20.0888,1.69711,22.55141,0.75427,21.225,17.594,3.2,54.7,5
London N. Kensington,KC1,2019-11-16 02:00:00,0.090262,19.46369,17.8123,1.07701,23.89851,0.5657,20.125,16.274,3,52.2,4.8
London N. Kensington,KC1,2019-11-16 03:00:00,0.078615,20.41193,18.9607,0.94647,24.24776,0.50285,12.825,10.448,2.7,56.2,4.6
London N. Kensington,KC1,2019-11-16 04:00:00,0.075703,24.40448,20.40109,2.61094,22.75098,0.62856,11.975,9.151,2.4,54.6,4.5
London N. Kensington,KC1,2019-11-16 05:00:00,0.084438,22.90727,20.70541,1.43602,22.85077,0.43999,11.55,9.057,1.6,60,3.7
London N. Kensington,KC1,2019-11-16 06:00:00,0.098997,35.98288,28.22631,5.0587,16.51442,0.43999,9.525,7.83,1.4,41.7,2.4
London N. Kensington,KC1,2019-11-16 07:00:00,0.139761,49.75719,38.24744,7.50646,8.08259,0.31428,12.725,10.236,1.5,27.7,2.9
London N. Kensington,KC1,2019-11-16 08:00:00,0.186348,62.98252,41.56438,13.96855,6.53592,0.94283,13.775,10.967,1.2,44.6,2.8
London N. Kensington,KC1,2019-11-16 09:00:00,0.244581,94.22424,41.82988,34.17072,5.03914,1.6971,19.65,14.788,1,38.4,3
London N. Kensington,KC1,2019-11-16 10:00:00,0.203818,76.10804,41.52875,22.55202,7.68345,1.38282,19,13.797,1.7,4,3
London N. Kensington,KC1,2019-11-16 11:00:00,0.203818,76.65701,40.87671,23.3353,10.677,1.82281,18.65,13.278,1.9,5.5,3.2
London N. Kensington,KC1,2019-11-16 12:00:00,0.177613,67.72367,41.25126,17.26486,11.77463,1.38282,17.175,12.83,1.5,4.5,3.8
London N. Kensington,KC1,2019-11-16 13:00:00,0.212553,62.68308,43.56689,12.46725,11.27571,1.1314,17.275,12.642,1.2,10.3,4.1
London N. Kensington,KC1,2019-11-16 14:00:00,0.174701,64.67935,46.36384,11.94506,8.28216,1.38282,17.35,13.019,0.5,73,4.2
London N. Kensington,KC1,2019-11-16 15:00:00,0.212553,77.35571,50.93333,17.23222,3.44258,1.82281,19.925,13.915,0.7,189.3,4.2
London N. Kensington,KC1,2019-11-16 16:00:00,0.238758,84.64212,54.96699,19.35361,1.09764,1.38282,19.25,14.316,1.5,243.1,3.8
London N. Kensington,KC1,2019-11-16 17:00:00,0.541572,106.9006,58.35949,31.65768,1.39699,2.19995,19.95,14.953,1.1,245.2,3.5
London N. Kensington,KC1,2019-11-16 18:00:00,0.355225,119.42723,58.27545,39.88215,1.59656,2.45137,20.975,16.25,1.1,193.2,2.9
London N. Kensington,KC1,2019-11-16 19:00:00,0.337755,101.90991,55.87092,30.02584,1.69635,2.2628,21.025,16.061,0.7,186.1,1.4
London N. Kensington,KC1,2019-11-16 20:00:00,0.36396,101.95981,54.71981,30.80913,1.64645,2.70279,21.85,17.807,0.3,320.5,2.3
London N. Kensington,KC1,2019-11-16 21:00:00,0.372695,95.92108,51.73366,28.81828,1.84602,2.32566,24.8,19.67,0.4,228.4,2.7
London N. Kensington,KC1,2019-11-16 22:00:00,0.334844,81.09873,47.82055,21.70346,1.39699,2.13709,24,19.976,0.5,283.6,2.7
London N. Kensington,KC1,2019-11-16 23:00:00,0.599806,113.18887,48.08374,42.46046,1.89592,2.57708,30.575,25.283,1.5,303,2.4
London N. Kensington,KC1,2019-11-17 00:00:00,0.357837,90.21596,45.0172,29.47786,1.72961,1.51027,28.1,24.127,0.8,286.8,2.6
London N. Kensington,KC1,2019-11-17 01:00:00,0.350059,204.80021,47.70616,102.45407,1.53004,4.78252,27.125,21.274,0.5,333.9,1.5
London N. Kensington,KC1,2019-11-17 02:00:00,0.469662,194.89643,46.23124,96.95691,1.49678,3.77568,29.075,23.679,0.1,352.6,0.3
London N. Kensington,KC1,2019-11-17 03:00:00,0.58343,219.86395,46.0123,113.38309,1.94581,4.90838,47.475,28.043,0.1,17.4,-0.2
London N. Kensington,KC1,2019-11-17 04:00:00,0.545507,212.02415,47.43591,107.34165,1.54667,4.59374,37,26.344,0.4,4.4,-0.4
London N. Kensington,KC1,2019-11-17 05:00:00,0.44049,181.26417,43.96543,89.5439,1.04774,3.77568,29.775,24.01,0.7,38.3,-0.5
London N. Kensington,KC1,2019-11-17 06:00:00,0.422986,195.74533,43.27463,99.4388,1.64645,4.09032,27.775,22.83,0.6,66.6,-1
London N. Kensington,KC1,2019-11-17 07:00:00,0.627187,241.38595,41.94726,130.07052,1.59656,5.34888,32.6,25.142,1.5,15.9,-1.2
London N. Kensington,KC1,2019-11-17 08:00:00,0.691365,317.48693,44.24142,178.20608,1.89592,7.04793,33.7,27.335,1.8,21.6,-0.8
London N. Kensington,KC1,2019-11-17 09:00:00,0.717619,289.92279,54.93266,153.25658,2.79398,6.48158,35.025,29.316,1,24.4,0.5
London N. Kensington,KC1,2019-11-17 10:00:00,0.700116,269.14982,60.6981,135.94867,3.04344,6.04108,37.6,29.764,1.3,35.6,2.5
London N. Kensington,KC1,2019-11-17 11:00:00,0.469662,183.86079,59.08017,81.3798,4.59011,4.59374,32.4,25.425,1.3,19,3.2
London N. Kensington,KC1,2019-11-17 12:00:00,0.195449,84.58994,47.63645,24.10044,13.9699,2.39126,19.875,16.25,1.5,39.4,3.5
London N. Kensington,KC1,2019-11-17 13:00:00,0.116687,56.97587,40.35181,10.84193,21.50367,1.19563,16.15,13.278,1.4,27.1,3.4
London N. Kensington,KC1,2019-11-17 14:00:00,0.113769,57.12568,42.7048,9.40505,20.05679,0.75513,15.9,12.642,1.8,4.1,2.3
London N. Kensington,KC1,2019-11-17 15:00:00,0.08168,51.93243,39.91504,7.83754,23.2998,0.37757,11.9,9.269,2.1,11.2,1.6
London N. Kensington,KC1,2019-11-17 16:00:00,0.210034,83.54131,56.25181,17.79775,7.43398,0.69221,17.6,13.986,2,13.6,1.1
London N. Kensington,KC1,2019-11-17 17:00:00,0.443407,137.42121,66.76894,46.07821,1.49678,2.0137,29.95,24.505,2.6,6.2,0.9
London N. Kensington,KC1,2019-11-17 18:00:00,0.528004,171.97625,68.37629,67.56613,1.9957,2.95761,35.2,30.024,1.6,5.3,0
London N. Kensington,KC1,2019-11-17 19:00:00,0.551342,177.86858,66.50739,72.62788,1.79613,3.02054,34,29.127,1.8,335.8,-0.4
London N. Kensington,KC1,2019-11-17 20:00:00,0.638856,198.94117,60.2404,90.45828,2.24516,3.46104,37.1,31.533,2.7,354.7,1.5
London N. Kensington,KC1,2019-11-17 21:00:00,0.568844,187.1565,53.41291,87.2253,1.84602,3.96446,39.775,35.047,2.4,345.5,2.2
London N. Kensington,KC1,2019-11-17 22:00:00,0.201283,71.10749,39.21132,20.80214,3.04344,1.25856,25.55,22.689,1.3,299.4,3
London N. Kensington,KC1,2019-11-17 23:00:00,0.134189,36.55244,29.74259,4.44127,7.38409,0.69221,21.65,19.34,1.6,293.7,3.7
London N. Kensington,KC1,2019-11-18 00:00:00,0.175358,22.58335,19.644,1.917,24.14797,0.504,10.75,9.34,3.9,10.9,6.9
London N. Kensington,KC1,2019-11-18 01:00:00,0.105215,13.72322,12.58756,0.74066,45.10282,0.336,6.525,3.797,4.9,15.2,6.7
London N. Kensington,KC1,2019-11-18 02:00:00,0.093524,18.73618,13.72593,3.26761,43.80562,0.441,7.4,4.175,4.8,5.2,5.5
London N. Kensington,KC1,2019-11-18 03:00:00,0.078911,10.59219,9.54004,0.6862,49.04433,0.252,6.2,3.184,4.1,0.7,5
London N. Kensington,KC1,2019-11-18 04:00:00,0.078911,12.69064,11.43808,0.8169,47.59745,0.063,5.675,3.231,3.6,0.6,4.2
London N. Kensington,KC1,2019-11-18 05:00:00,0.096447,21.18438,15.87351,3.46366,39.56475,0.189,6.725,4.269,4.1,358.4,4
London N. Kensington,KC1,2019-11-18 06:00:00,0.125673,35.82358,29.91148,3.85578,18.6099,0.315,15.25,8.019,4.4,1,3.8
London N. Kensington,KC1,2019-11-18 07:00:00,0.146132,40.62005,33.20486,4.83606,19.45808,0.441,10.85,7.382,4,0.4,3.7
London N. Kensington,KC1,2019-11-18 08:00:00,0.187047,52.56124,37.17975,10.03155,17.86152,0.63,10.475,6.486,4.5,3.8,4.7
London N. Kensington,KC1,2019-11-18 09:00:00,0.146132,44.46721,31.19003,8.65915,28.53851,0.504,9.275,5.354,4.9,0.4,5.3
London N. Kensington,KC1,2019-11-18 10:00:00,0.11106,33.32543,24.10655,6.01239,40.91185,0.882,7.675,4.08,4.9,354.3,4.6
London N. Kensington,KC1,2019-11-18 11:00:00,0.090602,32.47605,22.45554,6.53521,47.54755,1.071,8.975,3.585,4.9,348.8,4.7
London N. Kensington,KC1,2019-11-18 12:00:00,0.093524,27.72955,22.21827,3.59437,47.59745,0.441,9.2,3.703,4.7,351.5,5.4
London N. Kensington,KC1,2019-11-18 13:00:00,0.078911,24.78173,20.12219,3.03887,50.84046,0.252,8.525,3.302,4.2,351.8,6.9
London N. Kensington,KC1,2019-11-18 14:00:00,0.084756,27.57966,22.71971,3.16958,50.14196,0.504,10.4,3.797,3.4,347.2,6.2
London N. Kensington,KC1,2019-11-18 15:00:00,0.11106,40.91983,32.05167,5.78366,41.66024,0.441,10.05,3.939,3,337.4,4.7
London N. Kensington,KC1,2019-11-18 16:00:00,0.169512,58.95653,50.03827,5.81634,21.15442,0.252,13.4,5.189,3.1,340.2,4
London N. Kensington,KC1,2019-11-18 17:00:00,0.265959,101.72499,69.20841,21.20676,2.24516,1.19701,16.775,7.335,3.2,342.8,3.5
London N. Kensington,KC1,2019-11-18 18:00:00,0.35656,115.91452,70.52158,29.6045,1.24731,1.63801,19.6,9.363,2.9,332.5,2.6
London N. Kensington,KC1,2019-11-18 19:00:00,0.330257,130.55373,71.7333,38.36169,1.24731,1.95301,18.725,9.835,3.5,325.1,2.4
London N. Kensington,KC1,2019-11-18 20:00:00,0.382863,124.20841,71.6508,34.27718,1.14753,2.01601,16.65,10.92,3.2,312.4,2.2
London N. Kensington,KC1,2019-11-18 21:00:00,0.409167,148.24068,67.77594,52.47774,0.6486,2.83501,19.475,12.83,2.7,314.2,2.2
London N. Kensington,KC1,2019-11-18 22:00:00,0.403322,166.87694,65.41921,66.16901,1.79613,3.27601,21.15,13.821,2.4,324.8,1.4
London N. Kensington,KC1,2019-11-18 23:00:00,0.511459,191.65867,62.39401,84.30422,0.99785,3.96901,22.775,16.226,1.9,292.9,1.2
London N. Kensington,KC1,2019-11-19 00:00:00,0.441165,189.30032,60.22536,84.18049,1.33047,3.86845,21.5,16.557,1.4,287.3,1.5
London N. Kensington,KC1,2019-11-19 01:00:00,0.44507,175.96931,51.77393,80.99811,1.46351,3.44797,21.875,17.335,1.4,278.8,0.5
London N. Kensington,KC1,2019-11-19 02:00:00,0.430429,183.468,49.91453,87.10131,0.79828,4.09972,21.675,17.76,1.1,293.1,0.1
London N. Kensington,KC1,2019-11-19 03:00:00,0.409933,265.25373,55.79937,136.60257,1.49678,6.24418,22.75,17.547,1.2,238.7,-0.8
London N. Kensington,KC1,2019-11-19 04:00:00,0.433357,178.46887,44.26367,87.52635,0.89807,3.97357,21.525,17.028,1.4,212.8,-1.3
London N. Kensington,KC1,2019-11-19 05:00:00,0.386509,167.37081,42.39002,81.51034,0.84817,3.59513,20.8,16.84,0.9,210.1,-1.7
London N. Kensington,KC1,2019-11-19 06:00:00,0.380651,196.21578,43.51162,99.59106,1.14753,4.47815,20.575,17.217,1,181.3,-2
London N. Kensington,KC1,2019-11-19 07:00:00,0.412861,219.51171,48.50912,111.52498,0.94796,4.85658,20,16.698,1,156.9,-2.2
London N. Kensington,KC1,2019-11-19 08:00:00,0.521201,294.6986,59.82697,153.17929,1.24731,6.37033,24.325,18.726,1.3,146.5,-0.5
London N. Kensington,KC1,2019-11-19 09:00:00,0.679318,331.3922,68.09533,171.71774,1.94581,7.69485,35.95,21.415,1.1,171.8,2.7
London N. Kensington,KC1,2019-11-19 10:00:00,0.44507,256.00535,71.7176,120.18934,2.04559,5.48731,32.95,18.302,1.3,171.4,5.1
London N. Kensington,KC1,2019-11-19 11:00:00,0.225464,146.92437,67.063,52.08423,4.54022,2.64905,23.35,11.533,1.7,161.8,6.6
London N. Kensington,KC1,2019-11-19 12:00:00,0.175686,123.42847,63.51991,39.07134,8.58151,2.39676,23.75,12.359,2.1,168.4,7.2
London N. Kensington,KC1,2019-11-19 13:00:00,0.105411,83.33546,52.95506,19.81359,14.06969,1.51374,20.6,10.849,2.2,164,7
London N. Kensington,KC1,2019-11-19 14:00:00,0.117123,88.2846,59.85937,18.53845,10.77678,1.32452,21.5,12.099,2.2,146,5.3
London N. Kensington,KC1,2019-11-19 15:00:00,0.166901,108.18113,67.42326,26.58159,4.6899,1.51374,24.5,13.208,2.4,134.2,4
London N. Kensington,KC1,2019-11-19 16:00:00,0.228392,123.87839,72.49239,33.51308,1.94581,1.89218,21.875,12.807,2.3,138,3.2
London N. Kensington,KC1,2019-11-19 17:00:00,0.339659,148.37412,74.12761,48.42231,1.44688,2.45983,23.475,13.538,2.2,140.6,2.7
London N. Kensington,KC1,2019-11-19 18:00:00,0.286953,133.32674,69.9089,41.36004,1.39699,1.8291,26.55,18.514,2.1,153.1,2.8
London N. Kensington,KC1,2019-11-19 19:00:00,0.30745,145.02471,72.53284,47.27796,1.59656,1.89218,26.525,20.354,2,156.8,3.5
London N. Kensington,KC1,2019-11-19 20:00:00,0.327946,145.57461,72.63155,47.57222,1.49678,2.01832,24.475,19.458,2,151.6,3.6
London N. Kensington,KC1,2019-11-19 21:00:00,0.477279,156.92263,75.75781,52.93431,1.59656,2.08139,24.275,19.693,2.3,155.3,3.7
London N. Kensington,KC1,2019-11-19 22:00:00,0.2606,113.83015,72.27015,27.10472,2.09549,1.19838,19.55,15.684,2.4,157.2,4.1
London N. Kensington,KC1,2019-11-19 23:00:00,0.166901,79.23618,63.84545,10.03758,5.73764,0.31536,14.575,11.109,2.2,135,3
London N. Kensington,KC1,2019-11-20 00:00:00,0.230774,58.95621,52.20095,4.40566,14.16947,0.92612,11.475,8.514,2.3,142.4,3.9
London N. Kensington,KC1,2019-11-20 01:00:00,0.144723,27.87748,26.47292,0.91603,38.25092,0.58935,10.775,6.698,2.5,144.6,3.3
London N. Kensington,KC1,2019-11-20 02:00:00,0.126143,21.85848,20.85522,0.65431,43.75572,0.82088,8.525,5.165,2.6,141.9,3
London N. Kensington,KC1,2019-11-20 03:00:00,0.117342,19.8577,18.45315,0.91603,46.5996,0.63145,7.175,4.67,2.5,139,2.8
London N. Kensington,KC1,2019-11-20 04:00:00,0.137877,30.76193,29.35738,0.91603,36.87056,0.50516,8,5.165,2.4,144.2,2.6
London N. Kensington,KC1,2019-11-20 05:00:00,0.129077,24.10935,22.85528,0.81788,43.00734,0.50516,7.7,5.071,2.6,141,2.5
London N. Kensington,KC1,2019-11-20 06:00:00,0.137877,44.81739,41.35615,2.25736,29.23701,0.12629,9.875,5.991,2.7,135.6,2.2
London N. Kensington,KC1,2019-11-20 07:00:00,0.187748,74.57893,60.28254,9.32387,13.57076,0.69459,10.95,6.934,2.5,136,2
London N. Kensington,KC1,2019-11-20 08:00:00,0.261087,105.29085,64.70915,26.46669,8.43183,1.51548,16.2,9.269,2.7,135,2.4
London N. Kensington,KC1,2019-11-20 09:00:00,0.261087,106.99151,62.99874,28.69133,12.02409,1.64177,22.55,11.745,3.1,140.8,4.1
London N. Kensington,KC1,2019-11-20 10:00:00,0.178947,66.67587,43.24984,15.27805,27.54066,1.32604,17.025,10.071,3.9,143.3,5.5
London N. Kensington,KC1,2019-11-20 11:00:00,0.143745,42.71657,30.47685,7.98254,41.80992,1.19975,15,8.609,4.3,136.9,5.7
London N. Kensington,KC1,2019-11-20 12:00:00,0.093874,30.21172,22.88795,4.77644,52.63659,1.01032,10.875,5.896,4.4,132.4,5.5
London N. Kensington,KC1,2019-11-20 13:00:00,0.099742,29.31137,22.74005,4.28571,55.13121,0.82088,11.35,5.755,3.9,124.5,4.9
London N. Kensington,KC1,2019-11-20 14:00:00,0.096808,34.51339,27.94206,4.28571,50.79057,0.63145,10.95,5.684,3.6,120.9,4.1
London N. Kensington,KC1,2019-11-20 15:00:00,0.09094,36.41413,30.89622,3.59869,49.59315,0.69459,9.95,4.741,3.6,113.2,3
London N. Kensington,KC1,2019-11-20 16:00:00,0.134944,54.32107,46.29503,5.23445,30.48432,0.75774,12.6,6.769,4,116.6,2.6
London N. Kensington,KC1,2019-11-20 17:00:00,0.184814,71.62779,57.33139,9.32387,16.36474,0.75774,15,9.646,4,120.7,2.4
London N. Kensington,KC1,2019-11-20 18:00:00,0.225884,80.88138,60.16414,13.51143,10.82667,1.32604,17.05,12.382,3.8,121.7,2.2
