site,code,date,nox,no2,no,o3,so2,pm10,pm2.5,v10,v2.5,nv10,nv2.5,ws,wd,air_temp
London Bloomsbury,CLL2,2019-04-17 00:00:00,62.52923,57.6055,3.21118,9.71241,NA,60.6,46,15.2,13.9,45.4,32.1,0.4,93.1,6.5
London Bloomsbury,CLL2,2019-04-17 01:00:00,62.68517,52.2317,6.81758,9.51284,NA,74.2,46.5,27.5,12.8,46.7,33.7,0,15.3,5.1
London Bloomsbury,CLL2,2019-04-17 02:00:00,45.72743,42.03462,2.40838,16.41463,NA,55.4,38.9,11.2,9.5,44.2,29.4,0.3,339.1,4.6
London Bloomsbury,CLL2,2019-04-17 03:00:00,43.79775,39.8777,2.55659,17.81162,NA,54.1,38.7,13.7,10.8,40.4,27.9,0.6,1.3,4.7
London Bloomsbury,CLL2,2019-04-17 04:00:00,39.9384,35.45023,2.92711,20.05679,NA,51.4,37.9,13,11.3,38.4,26.6,0.7,289.7,4
London Bloomsbury,CLL2,2019-04-17 05:00:00,51.51645,39.52904,7.81798,16.86367,NA,54.2,34.2,14.5,11.3,39.7,22.9,0.9,326.9,4.1
London Bloomsbury,CLL2,2019-04-17 06:00:00,88.9989,51.2187,24.63961,9.3299,NA,52.8,37.6,13.9,11.3,38.9,26.3,0.8,313.5,4
London Bloomsbury,CLL2,2019-04-17 07:00:00,89.34975,49.41068,26.04758,14.6684,NA,49.8,36.5,14.4,11.8,35.4,24.7,0.8,309.4,4.3
London Bloomsbury,CLL2,2019-04-17 08:00:00,85.4904,47.48295,24.78781,21.00474,NA,53.2,38.6,13.3,10.5,39.9,28.1,0.7,311.1,5.5
London Bloomsbury,CLL2,2019-04-17 09:00:00,74.67253,46.83449,18.1555,27.98969,NA,47.7,37.5,13.1,13.1,34.6,24.4,1.3,9.7,9.6
London Bloomsbury,CLL2,2019-04-17 10:00:00,101.10322,62.52765,25.15833,27.9398,NA,53.3,44.7,12.6,14.3,40.7,30.4,1.4,26.9,13.3
London Bloomsbury,CLL2,2019-04-17 11:00:00,97.4193,65.77483,20.63799,38.46712,NA,63.8,49.1,15,13,48.8,36.1,1.2,37.9,15.8
London Bloomsbury,CLL2,2019-04-17 12:00:00,72.62591,54.67321,11.70844,52.43702,NA,66.4,43.3,16.3,11.1,50.1,32.2,1.7,51.8,16.7
London Bloomsbury,CLL2,2019-04-17 13:00:00,65.43349,51.62809,9.00365,63.36348,NA,59.3,45.2,15.9,14.1,43.4,31.1,2.4,72.7,17.1
London Bloomsbury,CLL2,2019-04-17 14:00:00,53.85545,44.53822,6.07653,66.60649,NA,69.8,41.6,18.4,12.3,51.4,29.3,2.9,88.5,16.9
London Bloomsbury,CLL2,2019-04-17 15:00:00,71.92421,58.91419,8.48492,53.2353,NA,71.8,45,16,13.6,55.8,31.4,3.3,99.3,16.3
London Bloomsbury,CLL2,2019-04-17 16:00:00,83.91158,63.85683,13.07937,42.80777,NA,74,54.1,12.3,12.4,61.7,41.7,3.5,102.9,14.4
London Bloomsbury,CLL2,2019-04-17 17:00:00,73.56151,58.39262,9.89289,44.75357,NA,71.8,56.5,19,16.6,52.8,39.9,3.2,98.8,11.8
London Bloomsbury,CLL2,2019-04-17 18:00:00,72.91829,62.80569,6.59526,40.41293,NA,69.2,56.1,16.4,17.2,52.8,38.9,3.2,101.2,9.8
London Bloomsbury,CLL2,2019-04-17 19:00:00,83.73615,71.46469,8.00324,32.08088,NA,79.1,62.4,20,17.6,59.1,44.8,2.8,95,9.2
London Bloomsbury,CLL2,2019-04-17 20:00:00,80.16918,65.28435,9.70763,28.78797,NA,68,55.1,23.3,19.9,44.7,35.2,3.2,99.5,8.7
London Bloomsbury,CLL2,2019-04-17 21:00:00,79.52596,62.70951,10.9674,24.597,NA,82.2,65.4,20.6,18.1,61.6,47.3,3.2,102,8
London Bloomsbury,CLL2,2019-04-17 22:00:00,64.26399,53.75371,6.85463,30.73378,NA,95.7,78.4,24,19,71.7,59.4,3,92.6,7.6
London Bloomsbury,CLL2,2019-04-17 23:00:00,56.48682,48.36266,5.29844,31.2826,NA,101.5,80,27.2,20.9,74.3,59.1,3.1,88.1,7.4
London Bloomsbury,CLL2,2019-04-18 00:00:00,66.6104,54.01828,8.21236,17.0965,NA,110.1,88.7,31.3,26.2,78.8,62.5,2.2,78.3,8.5
London Bloomsbury,CLL2,2019-04-18 01:00:00,48.72789,41.59741,4.65038,16.69736,NA,110.1,92.4,32,30.5,78.1,61.9,2.2,76,7.6
London Bloomsbury,CLL2,2019-04-18 02:00:00,48.20078,41.14617,4.6009,11.37549,NA,105.5,87.6,34,30.6,71.5,57,3,87.1,8.6
London Bloomsbury,CLL2,2019-04-18 03:00:00,61.43696,48.63625,8.34841,3.9914,NA,90.8,76.3,34,29.4,56.8,46.9,2.8,77,8.4
London Bloomsbury,CLL2,2019-04-18 04:00:00,64.54103,44.91326,12.8009,2.59441,NA,90.9,77.2,31.5,27.7,59.4,49.5,2.6,77.3,8.2
London Bloomsbury,CLL2,2019-04-18 05:00:00,57.6301,40.90383,10.90859,5.48818,NA,78.1,68.4,31.4,27.2,46.7,41.2,2.6,69.7,7.9
London Bloomsbury,CLL2,2019-04-18 06:00:00,78.65572,42.131,23.8208,5.38839,NA,70,58.1,30.1,26.6,39.9,31.5,2.8,66.3,7.6
London Bloomsbury,CLL2,2019-04-18 07:00:00,100.14987,43.76981,36.77012,7.68345,NA,64.8,52.9,27.9,23.7,36.9,29.2,2.9,61,8
London Bloomsbury,CLL2,2019-04-18 08:00:00,117.01721,46.47103,46.00902,9.77893,NA,58.9,47.3,27.6,24.7,31.3,22.6,3,64.2,9.3
London Bloomsbury,CLL2,2019-04-18 09:00:00,90.60342,44.97596,29.75745,15.9656,NA,55.3,43.4,22,19.6,33.3,23.8,3.2,65.9,13.3
London Bloomsbury,CLL2,2019-04-18 10:00:00,77.89434,49.73276,18.36651,32.28045,NA,44.9,31.6,22.9,17.2,22,14.4,4.5,88.6,17.6
London Bloomsbury,CLL2,2019-04-18 11:00:00,75.37595,50.85546,15.99185,44.00519,NA,42.9,26.7,20.6,15.8,22.3,10.9,4.9,95,18.4
London Bloomsbury,CLL2,2019-04-18 12:00:00,65.00956,47.25923,11.57646,61.91659,NA,35.3,25.3,19.9,15.1,15.4,10.2,5.1,95.5,18.7
London Bloomsbury,CLL2,2019-04-18 13:00:00,74.14604,59.06964,9.83257,70.39832,NA,44.9,25.8,16.7,11.4,28.2,14.4,5.2,97.5,18.5
London Bloomsbury,CLL2,2019-04-18 14:00:00,72.38903,59.75898,8.2371,74.09036,NA,50.7,31.9,16.9,11.1,33.8,20.8,5,95.8,17.8
London Bloomsbury,CLL2,2019-04-18 15:00:00,66.53231,55.66592,7.08687,84.81725,NA,45.9,30.8,15.4,12.6,30.5,18.2,4.8,92.6,17.2
London Bloomsbury,CLL2,2019-04-18 16:00:00,71.80336,61.22143,6.90135,74.19015,NA,45.7,31.5,11.3,11.7,34.4,19.8,4,89.6,16.5
London Bloomsbury,CLL2,2019-04-18 17:00:00,78.53858,67.84287,6.97556,62.01638,NA,50.7,33.6,12.6,10.2,38.1,23.4,3.3,85.4,15
London Bloomsbury,CLL2,2019-04-18 18:00:00,69.16783,62.34078,4.45249,61.71702,NA,47.9,35.4,12.1,11.3,35.8,24.1,2.4,69.3,12.7
London Bloomsbury,CLL2,2019-04-18 19:00:00,62.66688,57.26213,3.52489,60.02068,NA,44.4,31.8,15.2,12.5,29.2,19.3,2.3,70.7,11.1
London Bloomsbury,CLL2,2019-04-18 20:00:00,62.95971,57.61186,3.48778,53.63444,NA,43.5,30,11.1,10.9,32.4,19.1,1.9,62.9,9.7
London Bloomsbury,CLL2,2019-04-18 21:00:00,64.77529,58.46027,4.11855,50.19186,NA,42.2,32.7,10.9,11.3,31.3,21.4,1.7,62.3,8.7
London Bloomsbury,CLL2,2019-04-18 22:00:00,57.51296,50.68592,4.45249,54.73207,NA,43.2,28.8,11,9.8,32.2,19,1.8,51.6,7.8
London Bloomsbury,CLL2,2019-04-18 23:00:00,50.36777,44.96302,3.52489,54.68218,NA,40.1,28.3,11.6,9,28.5,19.3,1.9,55.4,7.1
London Bloomsbury,CLL2,2019-04-19 00:00:00,49.03924,45.77286,2.13028,46.16719,NA,41,27.9,9.8,7.8,31.2,20.1,2.2,47,9.5
London Bloomsbury,CLL2,2019-04-19 01:00:00,52.73478,48.74675,2.60093,35.65651,NA,39.4,31.8,9.2,9.9,30.2,21.9,2,44.6,8.1
London Bloomsbury,CLL2,2019-04-19 02:00:00,39.82972,37.37993,1.59771,41.76002,NA,41.3,30.3,9.1,6.5,32.2,23.8,2,39.8,7.1
London Bloomsbury,CLL2,2019-04-19 03:00:00,35.72356,33.27377,1.59771,40.81207,NA,41.9,29.8,9.6,6.6,32.3,23.2,1.7,33,6.4
London Bloomsbury,CLL2,2019-04-19 04:00:00,32.14534,30.2083,1.26331,40.91185,NA,43.8,30.9,9.2,7.7,34.6,23.2,2,58.2,6.1
London Bloomsbury,CLL2,2019-04-19 05:00:00,38.48055,34.60647,2.52661,34.12647,NA,50.5,35,12.2,8.2,38.3,26.8,2.2,63.5,7.1
London Bloomsbury,CLL2,2019-04-19 06:00:00,51.67891,41.31004,6.7624,29.43658,NA,52,36.4,12.9,9.5,39.1,26.9,2.1,50.6,7.4
London Bloomsbury,CLL2,2019-04-19 07:00:00,71.21249,47.62615,15.38261,26.49292,NA,50.3,37.5,12.2,13.4,38.1,24.1,2.4,59.9,7.8
London Bloomsbury,CLL2,2019-04-19 08:00:00,68.98343,46.13772,14.89958,32.38023,NA,50.7,36,12,10.7,38.7,25.3,2.3,51.5,8.9
London Bloomsbury,CLL2,2019-04-19 09:00:00,58.54206,42.41903,10.51517,38.46712,NA,50.1,34,8.1,7,42,27,2.4,59.2,13.3
London Bloomsbury,CLL2,2019-04-19 10:00:00,50.85768,38.95057,7.76562,57.52605,NA,47.7,30.5,11.4,8.8,36.3,21.7,2.4,51.8,16.6
London Bloomsbury,CLL2,2019-04-19 11:00:00,45.40236,36.51475,5.79635,73.14241,NA,43.6,28.4,13.2,9.6,30.4,18.8,3.3,66.7,19.7
London Bloomsbury,CLL2,2019-04-19 12:00:00,44.87443,37.18323,5.01607,85.26628,NA,39.1,27.3,12.6,9.9,26.5,17.4,3.8,74.8,21
London Bloomsbury,CLL2,2019-04-19 13:00:00,37.71798,31.96383,3.75276,99.73511,NA,33.6,22.2,13.9,10.2,19.7,12,4.1,80.1,21.2
London Bloomsbury,CLL2,2019-04-19 14:00:00,31.26545,27.27742,2.60093,106.96952,NA,26.7,22.7,5.2,8.1,21.5,14.6,4,79.9,20.8
London Bloomsbury,CLL2,2019-04-19 15:00:00,36.01686,31.74397,2.78671,106.52049,NA,21.7,18.8,7,7.6,14.7,11.2,3.8,76.8,20.1
London Bloomsbury,CLL2,2019-04-19 16:00:00,38.59787,34.78076,2.48946,103.62672,NA,26.8,17.6,8.7,6.2,18.1,11.4,3.3,73.9,19
London Bloomsbury,CLL2,2019-04-19 17:00:00,51.67891,45.92476,3.75276,95.44435,NA,30.8,16.5,10.2,5.6,20.6,10.9,2.4,81.7,17.3
London Bloomsbury,CLL2,2019-04-19 18:00:00,51.67891,48.2606,2.22936,85.86499,NA,31.8,20.8,1.9,2.9,29.9,17.9,2.2,95.3,14.4
London Bloomsbury,CLL2,2019-04-19 19:00:00,66.69571,63.84712,1.8578,63.36348,NA,38.7,27.1,5.9,5.3,32.8,21.8,2,90.2,12.3
London Bloomsbury,CLL2,2019-04-19 20:00:00,63.88007,61.25936,1.70918,64.81036,NA,36,29.4,6.7,6.1,29.3,23.3,1.9,72.8,10.9
London Bloomsbury,CLL2,2019-04-19 21:00:00,66.34376,64.06489,1.48624,51.63874,NA,47,35.5,5.4,6.3,41.6,29.2,2,55.9,9.7
London Bloomsbury,CLL2,2019-04-19 22:00:00,100.6595,94.73442,3.86423,15.06754,NA,60.2,44,8.3,6.8,51.9,37.2,1.9,39.5,8.9
London Bloomsbury,CLL2,2019-04-19 23:00:00,66.16778,63.71799,1.59771,39.41508,NA,45.1,33.1,12,7.9,33.1,25.2,1.6,35.8,8.3
London Bloomsbury,CLL2,2019-04-20 00:00:00,47.00127,44.71921,1.48832,47.69723,NA,43.2,31.7,9.2,9.3,34,22.4,1.8,34.2,9.4
London Bloomsbury,CLL2,2019-04-20 01:00:00,31.19709,29.5426,1.07903,65.25939,NA,42.6,31,11.3,9.1,31.3,21.9,1.8,17.7,8
London Bloomsbury,CLL2,2019-04-20 02:00:00,23.73564,22.93692,0.52091,70.89724,NA,41.3,32.2,8.5,8.3,32.8,23.9,1.8,9.9,7
London Bloomsbury,CLL2,2019-04-20 03:00:00,23.97065,22.77256,0.78137,59.871,NA,44.7,34.7,11.1,9.3,33.6,25.4,1.7,6.3,6.2
London Bloomsbury,CLL2,2019-04-20 04:00:00,23.32438,21.84104,0.96741,51.43917,NA,47.8,36.6,10.5,7.7,37.3,28.9,2.3,23.2,6.1
London Bloomsbury,CLL2,2019-04-20 05:00:00,25.61569,23.16247,1.59995,44.40433,NA,51.5,41,9.8,8,41.7,33,1.8,28.5,6.4
London Bloomsbury,CLL2,2019-04-20 06:00:00,30.72708,26.39116,2.82781,49.64304,NA,71.5,37.6,12.4,9.5,59.1,28.1,1.8,36,6.8
London Bloomsbury,CLL2,2019-04-20 07:00:00,46.4725,36.88784,6.25096,45.05293,NA,45.7,35.7,13,13.7,32.7,22,2.1,35.7,7.8
London Bloomsbury,CLL2,2019-04-20 08:00:00,49.11633,37.42075,7.62766,52.63659,0.62389,45,30.1,14.6,9.6,30.4,20.5,2.3,43.3,11.4
London Bloomsbury,CLL2,2019-04-20 09:00:00,54.34522,41.22335,8.55786,60.17036,2.33959,41.5,27.1,8.5,4.9,33,22.2,2.8,53.1,15.5
London Bloomsbury,CLL2,2019-04-20 10:00:00,40.7736,33.41395,4.79984,75.98628,3.87704,41.5,26.3,9.9,7.1,31.6,19.2,2.8,53.4,18.3
London Bloomsbury,CLL2,2019-04-20 11:00:00,36.36723,31.40374,3.2371,92.20134,2.40644,30,24,8.9,9,21.1,15,3.5,65.5,20.5
London Bloomsbury,CLL2,2019-04-20 12:00:00,31.49085,27.32608,2.71619,101.68092,1.67114,36.6,20.1,14.2,6.7,22.4,13.4,3.6,71.4,21.4
London Bloomsbury,CLL2,2019-04-20 13:00:00,29.55205,25.78664,2.45573,112.05856,1.60429,29.7,20.9,11.5,9.2,18.2,11.7,3.7,76.8,21.8
London Bloomsbury,CLL2,2019-04-20 14:00:00,36.36723,31.63195,3.08827,111.50974,1.33691,25.2,20.4,7.8,9.5,17.4,10.9,3.8,84,21.6
London Bloomsbury,CLL2,2019-04-20 15:00:00,27.96576,24.88497,2.00924,117.79619,1.4706,33.3,12.6,10,3.6,23.3,9,3.7,86.8,21
London Bloomsbury,CLL2,2019-04-20 16:00:00,34.31093,30.77373,2.3069,113.82142,1.60429,28.4,15.7,9.2,5.3,19.2,10.4,3.3,87.8,20
London Bloomsbury,CLL2,2019-04-20 17:00:00,53.69895,47.65148,3.94406,97.19059,1.93852,29.9,18,8.3,4.6,21.6,13.4,2.5,98.3,18.2
London Bloomsbury,CLL2,2019-04-20 18:00:00,57.75281,52.67522,3.31152,87.06241,2.00536,27.1,18.3,5.9,5.8,21.2,12.5,2.3,111,15.1
London Bloomsbury,CLL2,2019-04-20 19:00:00,61.68916,57.01094,3.05106,79.67832,2.74066,32.1,22,5.7,5.6,26.4,16.4,2.1,108.6,12.8
London Bloomsbury,CLL2,2019-04-20 20:00:00,70.32565,67.41602,1.89761,75.88649,3.07489,37.2,27.3,8.7,7.4,28.5,19.9,1.8,100.7,11.2
London Bloomsbury,CLL2,2019-04-20 21:00:00,73.02822,69.49102,2.3069,70.14886,3.00805,40.8,31.3,7.1,6.3,33.7,25,1.4,104.4,10
London Bloomsbury,CLL2,2019-04-20 22:00:00,63.0992,61.15945,1.26508,64.06197,2.27275,47.5,33.4,9.2,8.2,38.3,25.2,1.2,93.6,8.8
London Bloomsbury,CLL2,2019-04-20 23:00:00,59.28035,57.4547,1.19066,59.12261,1.53745,50.8,35.7,10.9,8.9,39.9,26.8,1.4,69.6,9.2
London Bloomsbury,CLL2,2019-04-21 00:00:00,55.07779,53.70664,0.89424,55.34741,0.62374,48,36.4,10.7,9.3,37.3,27.1,1.7,50.8,9.5
London Bloomsbury,CLL2,2019-04-21 01:00:00,57.13732,55.65191,0.96876,52.22082,0.98017,43.9,33.7,10.9,9.7,33,24,1.5,38.1,8
London Bloomsbury,CLL2,2019-04-21 02:00:00,46.60428,44.2619,1.52766,60.12046,0.93562,39.6,28.3,10.4,8.8,29.2,19.5,1.4,25.2,6.9
London Bloomsbury,CLL2,2019-04-21 03:00:00,27.59774,26.62651,0.63342,78.83015,0.6683,37.1,26,10.6,7.4,26.5,18.6,1.5,7.7,6
London Bloomsbury,CLL2,2019-04-21 04:00:00,26.83277,25.9758,0.5589,73.59144,0.73512,36.6,28.6,8.2,7.4,28.4,21.2,1.5,18.4,5.3
London Bloomsbury,CLL2,2019-04-21 05:00:00,25.1263,24.0408,0.70794,74.33983,1.87123,37.7,28.8,6.4,4.9,31.3,23.9,1.2,40.1,5.7
London Bloomsbury,CLL2,2019-04-21 06:00:00,35.77703,32.97759,1.82574,66.35703,2.00489,48.2,30.1,19.3,7,28.9,23.1,1.2,83.7,6.3
London Bloomsbury,CLL2,2019-04-21 07:00:00,47.19272,38.16597,5.88709,61.01853,0.80196,43.9,32.2,9.9,9.9,34,22.3,0.9,72.5,7.3
London Bloomsbury,CLL2,2019-04-21 08:00:00,43.89747,36.12761,5.06737,57.17681,1.8044,45.5,34.8,9.8,7.2,35.7,27.6,1.4,90.2,9.7
London Bloomsbury,CLL2,2019-04-21 09:00:00,41.72025,34.29317,4.84381,69.05122,3.47514,46.4,35.5,9.1,7,37.3,28.5,1.9,82.5,14.3
London Bloomsbury,CLL2,2019-04-21 10:00:00,47.48694,39.26003,5.36545,79.47875,4.00977,46.9,37.7,9.1,10,37.8,27.7,2.3,91.7,17.6
London Bloomsbury,CLL2,2019-04-21 11:00:00,46.13353,39.84908,4.09861,93.74801,3.87611,49.3,33.3,13.9,9.5,35.4,23.8,2.9,105.6,20
London Bloomsbury,CLL2,2019-04-21 12:00:00,35.18859,31.53218,2.38465,116.3992,4.00977,40.4,34.3,12.3,12.1,28.1,22.2,3.4,108.6,20.9
London Bloomsbury,CLL2,2019-04-21 13:00:00,39.7784,34.97937,3.12985,118.09555,4.94539,37.5,30.5,13.4,11.7,24.1,18.8,3.7,107,20.9
London Bloomsbury,CLL2,2019-04-21 14:00:00,48.95803,43.47343,3.57697,113.15619,4.34392,37.6,27.7,9.3,10.1,28.3,17.6,3.7,105.4,20.3
London Bloomsbury,CLL2,2019-04-21 15:00:00,48.95803,43.98761,3.24163,115.102,3.54197,35.7,23.9,13.7,12.5,22,11.4,3.6,105.6,19.3
London Bloomsbury,CLL2,2019-04-21 16:00:00,47.48694,43.14496,2.83177,114.05426,2.4727,18.8,21.3,9.2,9.8,9.6,11.5,3.3,104.5,18
London Bloomsbury,CLL2,2019-04-21 17:00:00,43.95631,39.32867,3.01807,113.1063,2.07172,25.6,17.6,11.5,10,14.1,7.6,2.7,100,15.9
London Bloomsbury,CLL2,2019-04-21 18:00:00,63.84551,58.81795,3.27889,93.94758,2.07172,25.6,18.2,8.2,7.1,17.4,11.1,2.2,97.3,13
London Bloomsbury,CLL2,2019-04-21 19:00:00,55.9016,52.18806,2.42191,100.4336,2.07172,30.6,22.8,2.5,4.7,28.1,18.1,2.2,101.8,11.2
London Bloomsbury,CLL2,2019-04-21 20:00:00,56.37235,54.37275,1.3041,90.40521,2.00489,36.7,28.5,4.7,6.2,32,22.3,2.2,101.7,9.8
London Bloomsbury,CLL2,2019-04-21 21:00:00,57.54923,55.26397,1.4904,87.26198,2.33904,44.6,36.2,7,7.7,37.6,28.5,2.1,96.8,8.8
London Bloomsbury,CLL2,2019-04-21 22:00:00,67.08192,64.91093,1.41588,86.36392,2.74001,56,45.2,11.2,9.9,44.8,35.3,2,94.8,7.9
London Bloomsbury,CLL2,2019-04-21 23:00:00,59.02032,56.10662,1.90027,88.20994,2.20538,63.4,52,9.3,11.7,54.1,40.3,2,98,7
London Bloomsbury,CLL2,2019-04-22 00:00:00,39.84073,38.16254,1.09449,90.80435,0.53451,74.7,57.4,15.2,12.2,59.5,45.2,1.8,102.8,9
London Bloomsbury,CLL2,2019-04-22 01:00:00,37.83691,36.12058,1.11936,88.27646,1.1581,60.7,48.1,14.7,13,46,35.1,2,90.4,7.8
London Bloomsbury,CLL2,2019-04-22 02:00:00,32.06118,30.28764,1.15668,89.50715,1.4699,60.4,47.9,9.6,8.1,50.8,39.8,1.9,71.7,7
London Bloomsbury,CLL2,2019-04-22 03:00:00,31.88437,29.88199,1.30592,88.01037,2.07122,73.2,58.1,13.2,10.4,60,47.7,1.9,73.5,6.4
London Bloomsbury,CLL2,2019-04-22 04:00:00,29.29119,27.40322,1.2313,83.12091,1.0022,74.5,57.5,16.7,12.3,57.8,45.2,1.7,76.4,6
London Bloomsbury,CLL2,2019-04-22 05:00:00,45.14497,42.79932,1.5298,56.82756,0.60132,68,53.6,17.8,15.1,50.2,38.5,2.2,94.2,7.4
London Bloomsbury,CLL2,2019-04-22 06:00:00,57.81621,50.49319,4.77595,49.84261,0.60132,69,54.2,15.4,12.7,53.6,41.5,2.2,103.3,10.6
London Bloomsbury,CLL2,2019-04-22 07:00:00,66.53874,52.4076,9.21609,51.58885,0.60132,71.9,57.8,18.7,18,53.2,39.8,2.6,102.4,14.2
London Bloomsbury,CLL2,2019-04-22 08:00:00,69.07299,54.14089,9.73846,44.6039,1.87078,65.4,52.7,18.6,15.9,46.8,36.8,2.9,100.4,16
London Bloomsbury,CLL2,2019-04-22 09:00:00,83.39443,63.31334,13.09655,45.65164,6.21367,61.8,44.7,13.9,11.7,47.9,33,3.2,108.7,17.9
London Bloomsbury,CLL2,2019-04-22 10:00:00,84.51422,66.03504,12.05181,52.48691,7.01544,56.7,46.2,11.5,12.5,45.2,33.7,3.3,121.6,20
London Bloomsbury,CLL2,2019-04-22 11:00:00,67.01023,56.14012,7.0893,80.97553,8.2849,44.6,37.7,9.4,13.1,35.2,24.6,4,136.5,21.9
London Bloomsbury,CLL2,2019-04-22 12:00:00,51.86368,45.91372,3.88046,112.50759,6.28049,48,28.6,21.5,13.6,26.5,15,4.3,146.1,22.6
London Bloomsbury,CLL2,2019-04-22 13:00:00,39.31031,34.21852,3.32078,119.24308,3.14024,28.7,17.1,16.2,11,12.5,6.1,4.4,148.4,22.5
London Bloomsbury,CLL2,2019-04-22 14:00:00,54.45686,48.67854,3.76852,121.53813,5.47872,41.1,33.9,3.8,7.8,37.3,26.1,4.1,150.4,22.2
London Bloomsbury,CLL2,2019-04-22 15:00:00,68.07108,60.80527,4.73864,95.54414,6.48093,50.6,31.5,15.7,9.7,34.9,21.8,3.8,150.6,21.5
London Bloomsbury,CLL2,2019-04-22 16:00:00,77.02935,69.47748,4.9252,80.62628,7.61676,59,41.6,11.7,8.6,47.3,33,3.4,144.2,20.5
London Bloomsbury,CLL2,2019-04-22 17:00:00,90.40782,82.68432,5.03713,66.35703,5.41191,60.1,42.1,12.6,9.4,47.5,32.7,2.5,129.6,19
London Bloomsbury,CLL2,2019-04-22 18:00:00,93.88504,85.18896,5.67144,56.5282,4.14245,69,43.9,15.7,11.6,53.3,32.3,2.3,96.3,16.2
London Bloomsbury,CLL2,2019-04-22 19:00:00,109.2084,97.82339,7.42511,35.87271,4.20926,67.2,49.3,13.6,10.7,53.6,38.6,2.7,85.7,14.2
London Bloomsbury,CLL2,2019-04-22 20:00:00,118.46135,109.422,5.89531,24.6469,3.74157,75.1,59.6,13.2,13.3,61.9,46.3,2.3,88.1,13.1
London Bloomsbury,CLL2,2019-04-22 21:00:00,106.73309,100.49708,4.06702,24.19786,2.80617,81.3,64.6,14.3,14.6,67,50,2,76.8,12.3
London Bloomsbury,CLL2,2019-04-22 22:00:00,99.60183,91.07738,5.5595,27.88991,2.53892,86.8,66.4,17.5,13.1,69.3,53.3,1.7,66.7,11.2
London Bloomsbury,CLL2,2019-04-22 23:00:00,69.66235,67.03064,1.71636,40.31314,1.73716,82.2,68.7,18.1,16.5,64.1,52.2,1.7,54.7,10.3
London Bloomsbury,CLL2,2019-04-23 00:00:00,67.60697,65.39172,1.44475,34.72518,0.80158,77.9,63,18.9,16.1,59,46.9,1.9,69.3,12.2
London Bloomsbury,CLL2,2019-04-23 01:00:00,61.21225,58.11854,2.01766,38.31744,0.71251,73.9,59.8,19.6,16.6,54.3,43.2,2.1,61.9,11
London Bloomsbury,CLL2,2019-04-23 02:00:00,46.042,44.38056,1.08356,45.60175,0.33399,69.9,49.9,20,14.7,49.9,35.2,2.1,64.6,10.1
London Bloomsbury,CLL2,2019-04-23 03:00:00,39.66695,37.03157,1.71875,53.73422,0.20039,58.3,42.4,19.9,13.4,38.4,29,2.1,79.3,9.4
London Bloomsbury,CLL2,2019-04-23 04:00:00,42.44128,37.80072,3.02649,54.43272,0.1336,47.9,34.6,14.6,11.4,33.3,23.2,2.2,79.1,8.8
London Bloomsbury,CLL2,2019-04-23 05:00:00,57.61153,47.24188,6.76291,41.56045,0.20039,45.6,29.1,10.9,9.3,34.7,19.8,2.9,87.2,9.8
London Bloomsbury,CLL2,2019-04-23 06:00:00,78.56654,60.17618,11.99388,24.79657,0.66798,39.4,25.8,11.5,8.7,27.9,17.1,3.2,95.4,12.2
London Bloomsbury,CLL2,2019-04-23 07:00:00,107.07716,70.18185,24.06249,14.26926,1.73674,37.5,24.5,8,7.5,29.5,17,2.8,91.2,14.4
London Bloomsbury,CLL2,2019-04-23 08:00:00,129.44885,76.62669,34.44972,13.37119,3.20629,44.1,25.3,8.3,6.4,35.8,18.9,3.4,88.9,16.7
London Bloomsbury,CLL2,2019-04-23 09:00:00,144.85521,79.65822,42.52037,13.77033,6.0786,35.8,28,9.6,5.5,26.2,22.5,3.7,91.3,18.1
London Bloomsbury,CLL2,2019-04-23 10:00:00,131.98706,77.9045,35.27173,17.71184,6.74658,40.7,25.7,4.3,5.6,36.4,20.1,4.1,89.4,19.4
London Bloomsbury,CLL2,2019-04-23 11:00:00,112.68484,72.18021,26.41643,25.09593,6.1454,50.2,20.9,9.5,7,40.7,13.9,4.5,92.6,19.7
London Bloomsbury,CLL2,2019-04-23 12:00:00,89.54578,62.90554,17.37431,39.41508,4.07467,32.9,20,5.6,7.4,27.3,12.6,4.6,95.8,18.8
London Bloomsbury,CLL2,2019-04-23 13:00:00,85.59089,61.01312,16.02921,42.30884,3.67388,36.6,16.9,9.8,5.4,26.8,11.5,4.6,97,17.9
London Bloomsbury,CLL2,2019-04-23 14:00:00,70.1255,54.77156,10.01358,46.99874,3.60708,38.5,16.6,8.5,5.4,30,11.2,4.4,95.3,16.8
London Bloomsbury,CLL2,2019-04-23 15:00:00,82.10823,63.66058,12.03125,43.40648,2.73871,27.1,13.9,7.7,5.8,19.4,8.1,4.2,90.3,16.3
London Bloomsbury,CLL2,2019-04-23 16:00:00,80.27835,65.49732,9.63994,41.76002,2.40472,45.7,14.9,25.8,5.3,19.9,9.6,3.7,89.7,15
London Bloomsbury,CLL2,2019-04-23 17:00:00,65.10811,54.62388,6.83763,50.34153,1.73674,31.6,18.5,11,5.6,20.6,12.9,3,86.4,13.5
London Bloomsbury,CLL2,2019-04-23 18:00:00,60.85808,51.17592,6.31454,57.82541,1.93714,36.6,21.1,11.3,7.4,25.3,13.7,2.1,92.8,12
